,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2005-12-17_23,23,Nils,Pacific Coast Highway,22,10,9,2005-12-17
2005-12-17_24,24,Boz Scaggs,Lowdown (Unplugged),27,24,7,2005-12-17
2005-12-17_25,25,Kem,I Can't Stop Loving You,23,15,9,2005-12-17
2005-12-17_26,26,Paul Taylor,East Bay Bounce,29,26,6,2005-12-17
2005-12-17_27,27,"Paul Jackson, Jr.",Never Too Much,38,9,9,2005-12-17
2005-12-17_28,28,Steve Cole,Thursday,24,16,9,2005-12-17
2005-12-17_29,29,Kenny G Featuring David Benoit,Pick Up The Pieces,25,25,9,2005-12-17
2005-12-17_30,30,Boney James,2:01 AM,28,12,9,2005-12-17
2005-12-17_31,31,Chuck Loeb,Tropical,30,13,9,2005-12-17
2005-12-17_32,32,Paul Brown,Winelite,31,26,5,2005-12-17
2005-12-17_33,33,Paul Taylor,Nightlife,33,12,9,2005-12-17
2005-12-17_34,34,Tim Bowman,Summer Groove,35,31,9,2005-12-17
2005-12-17_35,35,Norman Brown,West Coast Coolin',32,16,9,2005-12-17
2005-12-17_36,36,Mindi Abair,Make A Wish,34,21,9,2005-12-17
2005-12-17_37,37,Nick Colionne,It's Been Too Long,36,31,8,2005-12-17
2005-12-17_38,38,Slash,Obsession Confession,39,38,4,2005-12-17
2005-12-17_39,39,3rd Force With Brian Hughes,You Got It,0,39,1,2005-12-17
2005-12-17_40,40,"Kenny G Featuring Earth, Wind & Fire",The Way You Move,37,12,9,2005-12-17
2005-12-24_1,1,Euge Groove,Get Em Goin',1,1,10,2005-12-24
2005-12-24_2,2,Rick Braun,Shining Star,2,2,10,2005-12-24
2005-12-24_3,3,Walter Beasley,Coolness,3,3,10,2005-12-24
2005-12-24_4,4,Brian Simpson,It's All Good,5,4,10,2005-12-24
2005-12-24_5,5,Brian Culbertson,Hookin' Up,4,1,10,2005-12-24
2005-12-24_6,6,Marion Meadows,Suede,6,6,10,2005-12-24
2005-12-24_7,7,Richard Elliot,Mystique,7,7,8,2005-12-24
2005-12-24_8,8,Paul Hardcastle,Serene,9,1,10,2005-12-24
2005-12-24_9,9,Ken Navarro,You Are Everything,8,6,10,2005-12-24
2005-12-24_10,10,Chieli Minucci,The Juice,14,10,10,2005-12-24
2005-12-24_11,11,Najee,2nd 2 None,11,11,8,2005-12-24
2005-12-24_12,12,Dave Koz Featuring Brian McKnight,Love Changes Everything,10,6,10,2005-12-24
2005-12-24_13,13,Chris Botti Featuring Jill Scott,Good Morning Heartache,12,12,7,2005-12-24
2005-12-24_14,14,Herbie Hancock Featuring John Mayer,Stitched Up,13,13,10,2005-12-24
2005-12-24_15,15,Kim Waters,Steppin' Out,16,13,10,2005-12-24
2005-12-24_16,16,Nils,Summer Nights,21,14,8,2005-12-24
2005-12-24_17,17,Mariah Carey,We Belong Together,19,11,10,2005-12-24
2005-12-24_18,18,Michael Lington,Pacifica,18,18,4,2005-12-24
2005-12-24_19,19,David Pack,You're the Only Woman,17,11,10,2005-12-24
2005-12-24_20,20,Gerald Albright With Kevin Toney,Hey Young World,15,10,10,2005-12-24
2005-12-24_21,21,Wayman Tisdale,Ain't No Stoppin' Us Now,22,21,10,2005-12-24
2005-12-24_22,22,Richard Elliot,People Make The World Go Round,20,5,10,2005-12-24
2005-12-24_23,23,Nils,Pacific Coast Highway,23,10,10,2005-12-24
2005-12-24_24,24,Boz Scaggs,Lowdown (Unplugged),24,24,8,2005-12-24
2005-12-24_25,25,Kenny G Featuring David Benoit,Pick Up The Pieces,29,25,10,2005-12-24
2005-12-24_26,26,Steve Cole,Thursday,28,16,10,2005-12-24
2005-12-24_27,27,Paul Brown,Winelite,32,26,6,2005-12-24
2005-12-24_28,28,Paul Taylor,East Bay Bounce,26,26,7,2005-12-24
2005-12-24_29,29,Chris Botti,Back Into My Heart,0,29,5,2005-12-24
2005-12-24_30,30,Kem,I Can't Stop Loving You,25,15,10,2005-12-24
2005-12-24_31,31,Soul Ballet,Cream,0,28,3,2005-12-24
2005-12-24_32,32,Chuck Loeb,Tropical,31,13,10,2005-12-24
2005-12-24_33,33,3rd Force With Brian Hughes,You Got It,39,33,2,2005-12-24
2005-12-24_34,34,Tim Bowman,Summer Groove,34,31,10,2005-12-24
2005-12-24_35,35,Paul Taylor,Nightlife,33,12,10,2005-12-24
2005-12-24_36,36,Boney James,2:01 AM,30,12,10,2005-12-24
2005-12-24_37,37,Mindi Abair,Make A Wish,36,21,10,2005-12-24
2005-12-24_38,38,"Paul Jackson, Jr.",Never Too Much,27,9,10,2005-12-24
2005-12-24_39,39,Norman Brown,West Coast Coolin',35,16,10,2005-12-24
2005-12-24_40,40,Gregg Karukas With Michael O'Neill & Andy Suzuki,Show Me The Way,0,40,1,2005-12-24
2005-12-31_1,1,Euge Groove,Get Em Goin',1,1,11,2005-12-31
2005-12-31_2,2,Rick Braun,Shining Star,2,2,11,2005-12-31
2005-12-31_3,3,Brian Simpson,It's All Good,4,3,11,2005-12-31
2005-12-31_4,4,Walter Beasley,Coolness,3,3,11,2005-12-31
2005-12-31_5,5,Marion Meadows,Suede,6,5,11,2005-12-31
2005-12-31_6,6,Brian Culbertson,Hookin' Up,5,1,11,2005-12-31
2005-12-31_7,7,Richard Elliot,Mystique,7,7,9,2005-12-31
2005-12-31_8,8,Dave Koz Featuring Brian McKnight,Love Changes Everything,12,6,11,2005-12-31
2005-12-31_9,9,Chris Botti Featuring Jill Scott,Good Morning Heartache,13,9,8,2005-12-31
2005-12-31_10,10,Najee,2nd 2 None,11,10,9,2005-12-31
2005-12-31_11,11,Kim Waters,Steppin' Out,15,11,11,2005-12-31
2005-12-31_12,12,David Pack,You're the Only Woman,19,11,11,2005-12-31
2005-12-31_13,13,Paul Hardcastle,Serene,8,1,11,2005-12-31
2005-12-31_14,14,Herbie Hancock Featuring John Mayer,Stitched Up,14,13,11,2005-12-31
2005-12-31_15,15,Chieli Minucci,The Juice,10,10,11,2005-12-31
2005-12-31_16,16,Ken Navarro,You Are Everything,9,6,11,2005-12-31
2005-12-31_17,17,Mariah Carey,We Belong Together,17,11,11,2005-12-31
2005-12-31_18,18,Nils,Summer Nights,16,14,9,2005-12-31
2005-12-31_19,19,Paul Taylor,East Bay Bounce,28,19,8,2005-12-31
2005-12-31_20,20,Gerald Albright With Kevin Toney,Hey Young World,20,10,11,2005-12-31
2005-12-31_21,21,Boz Scaggs,Lowdown (Unplugged),24,21,9,2005-12-31
2005-12-31_22,22,Nils,Pacific Coast Highway,23,10,11,2005-12-31
2005-12-31_23,23,Michael Lington,Pacifica,18,18,5,2005-12-31
2005-12-31_24,24,Wayman Tisdale,Ain't No Stoppin' Us Now,21,21,11,2005-12-31
2005-12-31_25,25,Richard Elliot,People Make The World Go Round,22,5,11,2005-12-31
2005-12-31_26,26,Paul Brown,Winelite,27,26,7,2005-12-31
2005-12-31_27,27,Kenny G Featuring David Benoit,Pick Up The Pieces,25,25,11,2005-12-31
2005-12-31_28,28,Steve Cole,Thursday,26,16,11,2005-12-31
2005-12-31_29,29,"Paul Jackson, Jr.",Never Too Much,38,9,11,2005-12-31
2005-12-31_30,30,3rd Force With Brian Hughes,You Got It,33,30,3,2005-12-31
2005-12-31_31,31,Norman Brown,West Coast Coolin',39,16,11,2005-12-31
2005-12-31_32,32,Tim Bowman,Summer Groove,34,31,11,2005-12-31
2005-12-31_33,33,Boney James,2:01 AM,36,12,11,2005-12-31
2005-12-31_34,34,"Kenny G Featuring Earth, Wind & Fire",The Way You Move,0,12,10,2005-12-31
2005-12-31_35,35,Chuck Loeb,Tropical,32,13,11,2005-12-31
2005-12-31_36,36,Kem,I Can't Stop Loving You,30,15,11,2005-12-31
2005-12-31_37,37,Slash,Obsession Confession,0,37,5,2005-12-31
2005-12-31_38,38,Anita Baker,How Does It Feel,0,38,2,2005-12-31
2005-12-31_39,39,Chris Botti,Back Into My Heart,29,29,6,2005-12-31
2005-12-31_40,40,Paul Taylor,Nightlife,35,12,11,2005-12-31
2006-01-07_1,1,Rick Braun,Shining Star,2,1,12,2006-01-07
2006-01-07_2,2,Walter Beasley,Coolness,4,2,12,2006-01-07
2006-01-07_3,3,Euge Groove,Get Em Goin',1,1,12,2006-01-07
2006-01-07_4,4,Brian Simpson,It's All Good,3,3,12,2006-01-07
2006-01-07_5,5,Marion Meadows,Suede,5,5,12,2006-01-07
2006-01-07_6,6,Brian Culbertson,Hookin' Up,6,1,12,2006-01-07
2006-01-07_7,7,Richard Elliot,Mystique,7,7,10,2006-01-07
2006-01-07_8,8,Chieli Minucci,The Juice,15,8,12,2006-01-07
2006-01-07_9,9,Paul Hardcastle,Serene,13,1,12,2006-01-07
2006-01-07_10,10,Najee,2nd 2 None,10,10,10,2006-01-07
2006-01-07_11,11,Chris Botti Featuring Jill Scott,Good Morning Heartache,9,9,9,2006-01-07
2006-01-07_12,12,Kim Waters,Steppin' Out,11,11,12,2006-01-07
2006-01-07_13,13,Herbie Hancock Featuring John Mayer,Stitched Up,14,13,12,2006-01-07
2006-01-07_14,14,Paul Brown,Winelite,26,14,8,2006-01-07
2006-01-07_15,15,Dave Koz Featuring Brian McKnight,Love Changes Everything,8,6,12,2006-01-07
2006-01-07_16,16,Diana Krall Featuring The Clayton/Hamilton Jazz Orchestra,Jingle Bells,0,16,1,2006-01-07
2006-01-07_17,17,Nils,Summer Nights,18,14,10,2006-01-07
2006-01-07_18,18,Mindi Abair,Happy Christmas,0,18,1,2006-01-07
2006-01-07_19,19,Gerald Albright With Kevin Toney,Hey Young World,20,10,12,2006-01-07
2006-01-07_20,20,Boz Scaggs,Lowdown (Unplugged),21,20,10,2006-01-07
2006-01-07_21,21,David Pack,You're the Only Woman,12,11,12,2006-01-07
2006-01-07_22,22,Mariah Carey,We Belong Together,17,11,12,2006-01-07
2006-01-07_23,23,Michael Lington,Pacifica,23,18,6,2006-01-07
2006-01-07_24,24,Paul Taylor,East Bay Bounce,19,19,9,2006-01-07
2006-01-07_25,25,Ken Navarro,You Are Everything,16,6,12,2006-01-07
2006-01-07_26,26,Wayman Tisdale,Ain't No Stoppin' Us Now,24,21,12,2006-01-07
2006-01-07_27,27,Steve Cole,Thursday,28,16,12,2006-01-07
2006-01-07_28,28,Chuck Loeb,Tropical,35,13,12,2006-01-07
2006-01-07_29,29,Nils,Pacific Coast Highway,22,10,12,2006-01-07
2006-01-07_30,30,3rd Force With Brian Hughes,You Got It,30,30,4,2006-01-07
2006-01-07_31,31,Richard Elliot,People Make The World Go Round,25,5,12,2006-01-07
2006-01-07_32,32,"Paul Jackson, Jr.",Never Too Much,29,9,12,2006-01-07
2006-01-07_33,33,Kenny G Featuring David Benoit,Pick Up The Pieces,27,25,12,2006-01-07
2006-01-07_34,34,Tim Bowman,Summer Groove,32,31,12,2006-01-07
2006-01-07_35,35,Paul Taylor,Nightlife,40,12,12,2006-01-07
2006-01-07_36,36,Mindi Abair,Make A Wish,0,21,11,2006-01-07
2006-01-07_37,37,Boney James,2:01 AM,33,12,12,2006-01-07
2006-01-07_38,38,Kem,I Can't Stop Loving You,36,15,12,2006-01-07
2006-01-07_39,39,Soul Ballet,Cream,0,28,4,2006-01-07
2006-01-07_40,40,Warren Hill,Still In Love,0,40,1,2006-01-07
2006-01-14_1,1,Rick Braun,Shining Star,1,1,13,2006-01-14
2006-01-14_2,2,Euge Groove,Get Em Goin',3,1,13,2006-01-14
2006-01-14_3,3,Walter Beasley,Coolness,2,2,13,2006-01-14
2006-01-14_4,4,Brian Simpson,It's All Good,4,3,13,2006-01-14
2006-01-14_5,5,Marion Meadows,Suede,5,5,13,2006-01-14
2006-01-14_6,6,Richard Elliot,Mystique,7,6,11,2006-01-14
2006-01-14_7,7,Brian Culbertson,Hookin' Up,6,1,13,2006-01-14
2006-01-14_8,8,Herbie Hancock Featuring John Mayer,Stitched Up,13,8,13,2006-01-14
2006-01-14_9,9,Chris Botti Featuring Jill Scott,Good Morning Heartache,11,9,10,2006-01-14
2006-01-14_10,10,Paul Hardcastle,Serene,9,1,13,2006-01-14
2006-01-14_11,11,Kim Waters,Steppin' Out,12,11,13,2006-01-14
2006-01-14_12,12,Chieli Minucci,The Juice,8,8,13,2006-01-14
2006-01-14_13,13,Najee,2nd 2 None,10,10,11,2006-01-14
2006-01-14_14,14,Gerald Albright With Kevin Toney,Hey Young World,19,10,13,2006-01-14
2006-01-14_15,15,Dave Koz Featuring Brian McKnight,Love Changes Everything,15,6,13,2006-01-14
2006-01-14_16,16,Nils,Summer Nights,17,14,11,2006-01-14
2006-01-14_17,17,David Pack,You're the Only Woman,21,11,13,2006-01-14
2006-01-14_18,18,Paul Brown,Winelite,14,14,9,2006-01-14
2006-01-14_19,19,Ken Navarro,You Are Everything,25,6,13,2006-01-14
2006-01-14_20,20,Boz Scaggs,Lowdown (Unplugged),20,20,11,2006-01-14
2006-01-14_21,21,Mariah Carey,We Belong Together,22,11,13,2006-01-14
2006-01-14_22,22,Michael Lington,Pacifica,23,18,7,2006-01-14
2006-01-14_23,23,Nils,Pacific Coast Highway,29,10,13,2006-01-14
2006-01-14_24,24,Kenny G Featuring David Benoit,Pick Up The Pieces,33,24,13,2006-01-14
2006-01-14_25,25,Steve Cole,Thursday,27,16,13,2006-01-14
2006-01-14_26,26,Wayman Tisdale,Ain't No Stoppin' Us Now,26,21,13,2006-01-14
2006-01-14_27,27,Richard Elliot,People Make The World Go Round,31,5,13,2006-01-14
2006-01-14_28,28,Kem,I Can't Stop Loving You,38,15,13,2006-01-14
2006-01-14_29,29,Chuck Loeb,Tropical,28,13,13,2006-01-14
2006-01-14_30,30,Paul Taylor,East Bay Bounce,24,19,10,2006-01-14
2006-01-14_31,31,Boney James,2:01 AM,37,12,13,2006-01-14
2006-01-14_32,32,3rd Force With Brian Hughes,You Got It,30,30,5,2006-01-14
2006-01-14_33,33,"Paul Jackson, Jr.",Never Too Much,32,9,13,2006-01-14
2006-01-14_34,34,Philippe Saisse Trio,Do It Again,0,34,1,2006-01-14
2006-01-14_35,35,Nick Colionne,It's Been Too Long,0,31,9,2006-01-14
2006-01-14_36,36,Paul Taylor,Nightlife,35,12,13,2006-01-14
2006-01-14_37,37,Chris Botti,Back Into My Heart,0,29,7,2006-01-14
2006-01-14_38,38,Slash,Obsession Confession,0,37,6,2006-01-14
2006-01-14_39,39,Soul Ballet,Cream,39,28,5,2006-01-14
2006-01-14_40,40,Mindi Abair,Make A Wish,36,21,12,2006-01-14
2006-01-21_1,1,Rick Braun,Shining Star,1,1,14,2006-01-21
2006-01-21_2,2,Euge Groove,Get Em Goin',2,1,14,2006-01-21
2006-01-21_3,3,Walter Beasley,Coolness,3,2,14,2006-01-21
2006-01-21_4,4,Brian Simpson,It's All Good,4,3,14,2006-01-21
2006-01-21_5,5,Richard Elliot,Mystique,6,5,12,2006-01-21
2006-01-21_6,6,Marion Meadows,Suede,5,5,14,2006-01-21
2006-01-21_7,7,Brian Culbertson,Hookin' Up,7,1,14,2006-01-21
2006-01-21_8,8,Chris Botti Featuring Jill Scott,Good Morning Heartache,9,8,11,2006-01-21
2006-01-21_9,9,Herbie Hancock Featuring John Mayer,Stitched Up,8,8,14,2006-01-21
2006-01-21_10,10,Paul Hardcastle,Serene,10,1,14,2006-01-21
2006-01-21_11,11,Dave Koz Featuring Brian McKnight,Love Changes Everything,15,6,14,2006-01-21
2006-01-21_12,12,Najee,2nd 2 None,13,10,12,2006-01-21
2006-01-21_13,13,Paul Brown,Winelite,18,13,10,2006-01-21
2006-01-21_14,14,David Pack,You're the Only Woman,17,11,14,2006-01-21
2006-01-21_15,15,Nils,Summer Nights,16,14,12,2006-01-21
2006-01-21_16,16,Kim Waters,Steppin' Out,11,11,14,2006-01-21
2006-01-21_17,17,Mariah Carey,We Belong Together,21,11,14,2006-01-21
2006-01-21_18,18,Ken Navarro,You Are Everything,19,6,14,2006-01-21
2006-01-21_19,19,Chieli Minucci,The Juice,12,8,14,2006-01-21
2006-01-21_20,20,Gerald Albright With Kevin Toney,Hey Young World,14,10,14,2006-01-21
2006-01-21_21,21,Boz Scaggs,Lowdown (Unplugged),20,20,12,2006-01-21
2006-01-21_22,22,Michael Lington,Pacifica,22,18,8,2006-01-21
2006-01-21_23,23,Wayman Tisdale,Ain't No Stoppin' Us Now,26,21,14,2006-01-21
2006-01-21_24,24,Nils,Pacific Coast Highway,23,10,14,2006-01-21
2006-01-21_25,25,Boney James,2:01 AM,31,12,14,2006-01-21
2006-01-21_26,26,Steve Cole,Thursday,25,16,14,2006-01-21
2006-01-21_27,27,Paul Taylor,East Bay Bounce,30,19,11,2006-01-21
2006-01-21_28,28,3rd Force With Brian Hughes,You Got It,32,28,6,2006-01-21
2006-01-21_29,29,Warren Bernhardt,Felinicity,0,29,1,2006-01-21
2006-01-21_30,30,Kenny G Featuring David Benoit,Pick Up The Pieces,24,24,14,2006-01-21
2006-01-21_31,31,Kem,I Can't Stop Loving You,28,15,14,2006-01-21
2006-01-21_32,32,Slash,Obsession Confession,38,32,7,2006-01-21
2006-01-21_33,33,"Paul Jackson, Jr.",Never Too Much,33,9,14,2006-01-21
2006-01-21_34,34,Richard Elliot,People Make The World Go Round,27,5,14,2006-01-21
2006-01-21_35,35,Norman Brown,West Coast Coolin',0,16,12,2006-01-21
2006-01-21_36,36,Chuck Loeb,Tropical,29,13,14,2006-01-21
2006-01-21_37,37,Mindi Abair,Make A Wish,40,21,13,2006-01-21
2006-01-21_38,38,Doc Powell,We'll Make It Last,0,38,1,2006-01-21
2006-01-21_39,39,Philippe Saisse Trio,Do It Again,34,34,2,2006-01-21
2006-01-21_40,40,Paul Brown,24/7,0,39,3,2006-01-21
2006-01-28_1,1,Rick Braun,Shining Star,1,1,15,2006-01-28
2006-01-28_2,2,Brian Simpson,It's All Good,4,2,15,2006-01-28
2006-01-28_3,3,Euge Groove,Get Em Goin',2,1,15,2006-01-28
2006-01-28_4,4,Richard Elliot,Mystique,5,4,13,2006-01-28
2006-01-28_5,5,Walter Beasley,Coolness,3,2,15,2006-01-28
2006-01-28_6,6,Marion Meadows,Suede,6,5,15,2006-01-28
2006-01-28_7,7,Paul Brown,Winelite,13,7,11,2006-01-28
2006-01-28_8,8,Brian Culbertson,Hookin' Up,7,1,15,2006-01-28
2006-01-28_9,9,Paul Hardcastle,Serene,10,1,15,2006-01-28
2006-01-28_10,10,Herbie Hancock Featuring John Mayer,Stitched Up,9,8,15,2006-01-28
2006-01-28_11,11,Chris Botti Featuring Jill Scott,Good Morning Heartache,8,8,12,2006-01-28
2006-01-28_12,12,Najee,2nd 2 None,12,10,13,2006-01-28
2006-01-28_13,13,Kim Waters,Steppin' Out,16,11,15,2006-01-28
2006-01-28_14,14,Nils,Summer Nights,15,14,13,2006-01-28
2006-01-28_15,15,Michael Lington,Pacifica,22,15,9,2006-01-28
2006-01-28_16,16,David Pack,You're the Only Woman,14,11,15,2006-01-28
2006-01-28_17,17,Chieli Minucci,The Juice,19,8,15,2006-01-28
2006-01-28_18,18,Ken Navarro,You Are Everything,18,6,15,2006-01-28
2006-01-28_19,19,Dave Koz Featuring Brian McKnight,Love Changes Everything,11,6,15,2006-01-28
2006-01-28_20,20,Mariah Carey,We Belong Together,17,11,15,2006-01-28
2006-01-28_21,21,Boz Scaggs,Lowdown (Unplugged),21,20,13,2006-01-28
2006-01-28_22,22,Nils,Pacific Coast Highway,24,10,15,2006-01-28
2006-01-28_23,23,Gerald Albright With Kevin Toney,Hey Young World,20,10,15,2006-01-28
2006-01-28_24,24,Chuck Loeb,Tropical,36,13,15,2006-01-28
2006-01-28_25,25,Wayman Tisdale,Ain't No Stoppin' Us Now,23,21,15,2006-01-28
2006-01-28_26,26,Richard Elliot,People Make The World Go Round,34,5,15,2006-01-28
2006-01-28_27,27,Kem,I Can't Stop Loving You,31,15,15,2006-01-28
2006-01-28_28,28,Boney James,2:01 AM,25,12,15,2006-01-28
2006-01-28_29,29,3rd Force With Brian Hughes,You Got It,28,28,7,2006-01-28
2006-01-28_30,30,Steve Cole,Thursday,26,16,15,2006-01-28
2006-01-28_31,31,"Paul Jackson, Jr.",Never Too Much,33,9,15,2006-01-28
2006-01-28_32,32,Kenny G Featuring David Benoit,Pick Up The Pieces,30,24,15,2006-01-28
2006-01-28_33,33,Paul Taylor,East Bay Bounce,27,19,12,2006-01-28
2006-01-28_34,34,Paul Taylor,Nightlife,0,12,14,2006-01-28
2006-01-28_35,35,Warren Bernhardt,Felinicity,29,29,2,2006-01-28
2006-01-28_36,36,Brian Culbertson,Let's Get Started,0,36,1,2006-01-28
2006-01-28_37,37,Slash,Obsession Confession,32,32,8,2006-01-28
2006-01-28_38,38,Warren Hill,Still In Love,0,38,2,2006-01-28
2006-01-28_39,39,Norman Brown,Up 'N' At Em,0,38,2,2006-01-28
2006-01-28_40,40,Tim Bowman,Summer Groove,0,31,13,2006-01-28
2006-02-04_1,1,Brian Simpson,It's All Good,2,1,16,2006-02-04
2006-02-04_2,2,Rick Braun,Shining Star,1,1,16,2006-02-04
2006-02-04_3,3,Euge Groove,Get Em Goin',3,1,16,2006-02-04
2006-02-04_4,4,Richard Elliot,Mystique,4,4,14,2006-02-04
2006-02-04_5,5,Walter Beasley,Coolness,5,2,16,2006-02-04
2006-02-04_6,6,Marion Meadows,Suede,6,5,16,2006-02-04
2006-02-04_7,7,Paul Brown,Winelite,7,7,12,2006-02-04
2006-02-04_8,8,Brian Culbertson,Hookin' Up,8,1,16,2006-02-04
2006-02-04_9,9,Chris Botti Featuring Jill Scott,Good Morning Heartache,11,8,13,2006-02-04
2006-02-04_10,10,Herbie Hancock Featuring John Mayer,Stitched Up,10,8,16,2006-02-04
2006-02-04_11,11,Kim Waters,Steppin' Out,13,11,16,2006-02-04
2006-02-04_12,12,Paul Hardcastle,Serene,9,1,16,2006-02-04
2006-02-04_13,13,Najee,2nd 2 None,12,10,14,2006-02-04
2006-02-04_14,14,David Pack,You're the Only Woman,16,11,16,2006-02-04
2006-02-04_15,15,Michael Lington,Pacifica,15,15,10,2006-02-04
2006-02-04_16,16,Nils,Summer Nights,14,14,14,2006-02-04
2006-02-04_17,17,Chieli Minucci,The Juice,17,8,16,2006-02-04
2006-02-04_18,18,Mariah Carey,We Belong Together,20,11,16,2006-02-04
2006-02-04_19,19,Ken Navarro,You Are Everything,18,6,16,2006-02-04
2006-02-04_20,20,Boz Scaggs,Lowdown (Unplugged),21,20,14,2006-02-04
2006-02-04_21,21,Dave Koz Featuring Brian McKnight,Love Changes Everything,19,6,16,2006-02-04
2006-02-04_22,22,3rd Force With Brian Hughes,You Got It,29,22,8,2006-02-04
2006-02-04_23,23,Brian Culbertson,Let's Get Started,36,23,2,2006-02-04
2006-02-04_24,24,Nils,Pacific Coast Highway,22,10,16,2006-02-04
2006-02-04_25,25,Richard Elliot,People Make The World Go Round,26,5,16,2006-02-04
2006-02-04_26,26,Chuck Loeb,Tropical,24,13,16,2006-02-04
2006-02-04_27,27,Wayman Tisdale,Ain't No Stoppin' Us Now,25,21,16,2006-02-04
2006-02-04_28,28,"Paul Jackson, Jr.",Never Too Much,31,9,16,2006-02-04
2006-02-04_29,29,Steve Cole,Thursday,30,16,16,2006-02-04
2006-02-04_30,30,Kenny G Featuring David Benoit,Pick Up The Pieces,32,24,16,2006-02-04
2006-02-04_31,31,Kem,I Can't Stop Loving You,27,15,16,2006-02-04
2006-02-04_32,32,Gerald Albright With Kevin Toney,Hey Young World,23,10,16,2006-02-04
2006-02-04_33,33,Boney James,2:01 AM,28,12,16,2006-02-04
2006-02-04_34,34,Warren Bernhardt,Felinicity,35,29,3,2006-02-04
2006-02-04_35,35,Slash,Obsession Confession,37,32,9,2006-02-04
2006-02-04_36,36,Warren Hill,Still In Love,38,36,3,2006-02-04
2006-02-04_37,37,Tim Bowman,Summer Groove,40,31,14,2006-02-04
2006-02-04_38,38,Larry Coryell Featuring Wes Montgomery,Angel On Sunset,0,38,1,2006-02-04
2006-02-04_39,39,Nick Colionne,It's Been Too Long,0,31,10,2006-02-04
2006-02-04_40,40,Doc Powell,We'll Make It Last,0,38,2,2006-02-04
2006-02-11_1,1,Rick Braun,Shining Star,2,1,17,2006-02-11
2006-02-11_2,2,Brian Simpson,It's All Good,1,1,17,2006-02-11
2006-02-11_3,3,Richard Elliot,Mystique,4,3,15,2006-02-11
2006-02-11_4,4,Euge Groove,Get Em Goin',3,1,17,2006-02-11
2006-02-11_5,5,Walter Beasley,Coolness,5,2,17,2006-02-11
2006-02-11_6,6,Marion Meadows,Suede,6,5,17,2006-02-11
2006-02-11_7,7,Paul Brown,Winelite,7,7,13,2006-02-11
2006-02-11_8,8,Chris Botti Featuring Jill Scott,Good Morning Heartache,9,8,14,2006-02-11
2006-02-11_9,9,Najee,2nd 2 None,13,9,15,2006-02-11
2006-02-11_10,10,Herbie Hancock Featuring John Mayer,Stitched Up,10,8,17,2006-02-11
2006-02-11_11,11,Nils,Summer Nights,16,11,15,2006-02-11
2006-02-11_12,12,Kim Waters,Steppin' Out,11,11,17,2006-02-11
2006-02-11_13,13,Brian Culbertson,Hookin' Up,8,1,17,2006-02-11
2006-02-11_14,14,Michael Lington,Pacifica,15,14,11,2006-02-11
2006-02-11_15,15,Paul Hardcastle,Serene,12,1,17,2006-02-11
2006-02-11_16,16,Brian Culbertson,Let's Get Started,23,16,3,2006-02-11
2006-02-11_17,17,Boz Scaggs,Lowdown (Unplugged),20,17,15,2006-02-11
2006-02-11_18,18,David Pack,You're the Only Woman,14,11,17,2006-02-11
2006-02-11_19,19,Mariah Carey,We Belong Together,18,11,17,2006-02-11
2006-02-11_20,20,Ken Navarro,You Are Everything,19,6,17,2006-02-11
2006-02-11_21,21,3rd Force With Brian Hughes,You Got It,22,21,9,2006-02-11
2006-02-11_22,22,Chieli Minucci,The Juice,17,8,17,2006-02-11
2006-02-11_23,23,Nils,Pacific Coast Highway,24,10,17,2006-02-11
2006-02-11_24,24,Gerald Albright With Kevin Toney,Hey Young World,32,10,17,2006-02-11
2006-02-11_25,25,Steve Cole,Thursday,29,16,17,2006-02-11
2006-02-11_26,26,Kenny G Featuring David Benoit,Pick Up The Pieces,30,24,17,2006-02-11
2006-02-11_27,27,Wayman Tisdale,Ain't No Stoppin' Us Now,27,21,17,2006-02-11
2006-02-11_28,28,Raul Midon,If You're Gonna Leave,0,28,1,2006-02-11
2006-02-11_29,29,Dave Koz Featuring Brian McKnight,Love Changes Everything,21,6,17,2006-02-11
2006-02-11_30,30,Boney James,2:01 AM,33,12,17,2006-02-11
2006-02-11_31,31,Kem,I Can't Stop Loving You,31,15,17,2006-02-11
