,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2022-04-30_22,22,JJ Sansaverino,Miami,17,14,12,2022-04-30
2022-04-30_23,23,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,27,23,2,2022-04-30
2022-04-30_24,24,Julian Vaughn,Amore,24,24,5,2022-04-30
2022-04-30_25,25,David Benoit,A Midnight Rendezvous,22,13,8,2022-04-30
2022-04-30_26,26,Blake Aaron,Dreamland,26,26,2,2022-04-30
2022-04-30_27,27,Eric Darius Featuring Justin Lee Schultz,That's My Jam,30,27,2,2022-04-30
2022-04-30_28,28,Richard Elliot,Move Ahead,0,28,1,2022-04-30
2022-04-30_29,29,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,0,29,1,2022-04-30
2022-04-30_30,30,Michael J Thomas,The OG Bounce,28,25,6,2022-04-30
2022-05-07_1,1,Nick Colionne,What You Do To Me,1,1,7,2022-05-07
2022-05-07_2,2,Adam Hawley,Gotta Get Up,4,2,9,2022-05-07
2022-05-07_3,3,Vincent Ingala,Shadow Dancer,2,2,8,2022-05-07
2022-05-07_4,4,Ryan La Valette,Let It Flow,3,1,10,2022-05-07
2022-05-07_5,5,Paula Atherton,Keep It Comin',5,4,14,2022-05-07
2022-05-07_6,6,Gerald Albright,G Wiggle,10,6,5,2022-05-07
2022-05-07_7,7,Tim Bowman Featuring Michael Broening,Movin' N Groovin,8,7,7,2022-05-07
2022-05-07_8,8,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,7,6,16,2022-05-07
2022-05-07_9,9,Rick Braun,Feet First,11,9,9,2022-05-07
2022-05-07_10,10,Cal Harris Jr.,Bridges,9,7,16,2022-05-07
2022-05-07_11,11,Carol Albert,Fire & Water,6,4,14,2022-05-07
2022-05-07_12,12,Julian Vaughn,Take That,12,12,6,2022-05-07
2022-05-07_13,13,Kim Scott Featuring Blake Aaron,SHINE!,16,13,8,2022-05-07
2022-05-07_14,14,Lisa Addeo Featuring Ryan Montano,Deep Blue C,14,14,8,2022-05-07
2022-05-07_15,15,Julian Vaughn,Amore,24,15,6,2022-05-07
2022-05-07_16,16,Lawson Rollins,Free To Fly,20,14,10,2022-05-07
2022-05-07_17,17,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,23,17,3,2022-05-07
2022-05-07_18,18,Paul Brown Featuring Darren Rahn,Just Chillin',19,12,11,2022-05-07
2022-05-07_19,19,Norman Brown,Back At Ya,18,18,5,2022-05-07
2022-05-07_20,20,Paul Hardcastle Featuring Rock Hendricks,Wavelength,15,1,11,2022-05-07
2022-05-07_21,21,Gino Rosaria Featuring Judah Sealy,Ride Along,17,12,12,2022-05-07
2022-05-07_22,22,Eric Darius Featuring Justin Lee Schultz,That's My Jam,27,22,3,2022-05-07
2022-05-07_23,23,Blake Aaron,Dreamland,26,23,3,2022-05-07
2022-05-07_24,24,David Benoit,A Midnight Rendezvous,25,13,9,2022-05-07
2022-05-07_25,25,Greg Manning Featuring Jimmy Reid,Be Strong,13,2,15,2022-05-07
2022-05-07_26,26,Michael J Thomas,The OG Bounce,30,25,7,2022-05-07
2022-05-07_27,27,Hiroshima,Side Street,21,21,7,2022-05-07
2022-05-07_28,28,Richard Elliot,Move Ahead,28,28,2,2022-05-07
2022-05-07_29,29,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,29,29,2,2022-05-07
2022-05-07_30,30,Jeffery Smith,Jazz Party,0,30,1,2022-05-07
2022-05-14_1,1,Vincent Ingala,Shadow Dancer,3,1,9,2022-05-14
2022-05-14_2,2,Nick Colionne,What You Do To Me,1,1,8,2022-05-14
2022-05-14_3,3,Adam Hawley,Gotta Get Up,2,2,10,2022-05-14
2022-05-14_4,4,Tim Bowman Featuring Michael Broening,Movin' N Groovin,7,4,8,2022-05-14
2022-05-14_5,5,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,8,5,17,2022-05-14
2022-05-14_6,6,Julian Vaughn,Take That,12,6,7,2022-05-14
2022-05-14_7,7,Gerald Albright,G Wiggle,6,6,6,2022-05-14
2022-05-14_8,8,Paula Atherton,Keep It Comin',5,4,15,2022-05-14
2022-05-14_9,9,Cal Harris Jr.,Bridges,10,7,17,2022-05-14
2022-05-14_10,10,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,17,10,4,2022-05-14
2022-05-14_11,11,Kim Scott Featuring Blake Aaron,SHINE!,13,11,9,2022-05-14
2022-05-14_12,12,Rick Braun,Feet First,9,9,10,2022-05-14
2022-05-14_13,13,Lisa Addeo Featuring Ryan Montano,Deep Blue C,14,13,9,2022-05-14
2022-05-14_14,14,Ryan La Valette,Let It Flow,4,1,11,2022-05-14
2022-05-14_15,15,Eric Darius Featuring Justin Lee Schultz,That's My Jam,22,15,4,2022-05-14
2022-05-14_16,16,Carol Albert,Fire & Water,11,4,15,2022-05-14
2022-05-14_17,17,Lawson Rollins,Free To Fly,16,14,11,2022-05-14
2022-05-14_18,18,Norman Brown,Back At Ya,19,18,6,2022-05-14
2022-05-14_19,19,Julian Vaughn,Amore,15,15,7,2022-05-14
2022-05-14_20,20,Blake Aaron,Dreamland,23,20,4,2022-05-14
2022-05-14_21,21,Richard Elliot,Move Ahead,28,21,3,2022-05-14
2022-05-14_22,22,Gino Rosaria Featuring Judah Sealy,Ride Along,21,12,13,2022-05-14
2022-05-14_23,23,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,29,23,3,2022-05-14
2022-05-14_24,24,Michael J Thomas,The OG Bounce,26,24,8,2022-05-14
2022-05-14_25,25,Jeffery Smith,Jazz Party,30,25,2,2022-05-14
2022-05-14_26,26,Paul Brown Featuring Darren Rahn,Just Chillin',18,12,12,2022-05-14
2022-05-14_27,27,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,0,27,1,2022-05-14
2022-05-14_28,28,The Braxton Brothers,Catalina Nights,0,28,1,2022-05-14
2022-05-14_29,29,Darren Rahn,Rock The World,0,29,1,2022-05-14
2022-05-14_30,30,Steve Cole,Covent Garden,0,30,1,2022-05-14
2022-05-21_1,1,Vincent Ingala,Shadow Dancer,1,1,10,2022-05-21
2022-05-21_2,2,Nick Colionne,What You Do To Me,2,1,9,2022-05-21
2022-05-21_3,3,Gerald Albright,G Wiggle,7,3,7,2022-05-21
2022-05-21_4,4,Paula Atherton,Keep It Comin',8,4,16,2022-05-21
2022-05-21_5,5,Adam Hawley,Gotta Get Up,3,2,11,2022-05-21
2022-05-21_6,6,Julian Vaughn,Take That,6,6,8,2022-05-21
2022-05-21_7,7,Tim Bowman Featuring Michael Broening,Movin' N Groovin,4,4,9,2022-05-21
2022-05-21_8,8,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,10,8,5,2022-05-21
2022-05-21_9,9,Lisa Addeo Featuring Ryan Montano,Deep Blue C,13,9,10,2022-05-21
2022-05-21_10,10,Kim Scott Featuring Blake Aaron,SHINE!,11,10,10,2022-05-21
2022-05-21_11,11,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,5,5,18,2022-05-21
2022-05-21_12,12,Blake Aaron,Dreamland,20,12,5,2022-05-21
2022-05-21_13,13,Richard Elliot,Move Ahead,21,13,4,2022-05-21
2022-05-21_14,14,Norman Brown,Back At Ya,18,14,7,2022-05-21
2022-05-21_15,15,Eric Darius Featuring Justin Lee Schultz,That's My Jam,15,15,5,2022-05-21
2022-05-21_16,16,Rick Braun,Feet First,12,9,11,2022-05-21
2022-05-21_17,17,Lawson Rollins,Free To Fly,17,14,12,2022-05-21
2022-05-21_18,18,Julian Vaughn,Amore,19,15,8,2022-05-21
2022-05-21_19,19,Cal Harris Jr.,Bridges,9,7,18,2022-05-21
2022-05-21_20,20,Michael J Thomas,The OG Bounce,24,20,9,2022-05-21
2022-05-21_21,21,Ryan La Valette,Let It Flow,14,1,12,2022-05-21
2022-05-21_22,22,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,23,22,4,2022-05-21
2022-05-21_23,23,Darren Rahn,Rock The World,29,23,2,2022-05-21
2022-05-21_24,24,Jeffery Smith,Jazz Party,25,24,3,2022-05-21
2022-05-21_25,25,The Braxton Brothers,Catalina Nights,28,25,2,2022-05-21
2022-05-21_26,26,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,27,26,2,2022-05-21
2022-05-21_27,27,Steve Cole,Covent Garden,30,27,2,2022-05-21
2022-05-21_28,28,Matt Lee,One More Kiss,0,28,1,2022-05-21
2022-05-21_29,29,Michael Broening,Summer In Blue,0,29,1,2022-05-21
2022-05-21_30,30,Paul Taylor,Friday@5,0,30,1,2022-05-21
2022-05-28_1,1,Vincent Ingala,Shadow Dancer,1,1,11,2022-05-28
2022-05-28_2,2,Gerald Albright,G Wiggle,3,2,8,2022-05-28
2022-05-28_3,3,Nick Colionne,What You Do To Me,2,1,10,2022-05-28
2022-05-28_4,4,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,8,4,6,2022-05-28
2022-05-28_5,5,Tim Bowman Featuring Michael Broening,Movin' N Groovin,7,4,10,2022-05-28
2022-05-28_6,6,Julian Vaughn,Take That,6,6,9,2022-05-28
2022-05-28_7,7,Eric Darius Featuring Justin Lee Schultz,That's My Jam,15,7,6,2022-05-28
2022-05-28_8,8,Adam Hawley,Gotta Get Up,5,2,12,2022-05-28
2022-05-28_9,9,Paula Atherton,Keep It Comin',4,4,17,2022-05-28
2022-05-28_10,10,Richard Elliot,Move Ahead,13,10,5,2022-05-28
2022-05-28_11,11,Blake Aaron,Dreamland,12,11,6,2022-05-28
2022-05-28_12,12,Kim Scott Featuring Blake Aaron,SHINE!,10,10,11,2022-05-28
2022-05-28_13,13,Lisa Addeo Featuring Ryan Montano,Deep Blue C,9,9,11,2022-05-28
2022-05-28_14,14,The Braxton Brothers,Catalina Nights,25,14,3,2022-05-28
2022-05-28_15,15,Lindsey Webster Featuring Brian Culbertson,I Didn't Mean It,11,5,19,2022-05-28
2022-05-28_16,16,Lawson Rollins,Free To Fly,17,14,13,2022-05-28
2022-05-28_17,17,Julian Vaughn,Amore,18,15,9,2022-05-28
2022-05-28_18,18,Michael J Thomas,The OG Bounce,20,18,10,2022-05-28
2022-05-28_19,19,Norman Brown,Back At Ya,14,14,8,2022-05-28
2022-05-28_20,20,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,22,20,5,2022-05-28
2022-05-28_21,21,Rick Braun,Feet First,16,9,12,2022-05-28
2022-05-28_22,22,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,26,22,3,2022-05-28
2022-05-28_23,23,Jeffery Smith,Jazz Party,24,23,4,2022-05-28
2022-05-28_24,24,Ryan La Valette,Let It Flow,21,1,13,2022-05-28
2022-05-28_25,25,Steve Cole,Covent Garden,27,25,3,2022-05-28
2022-05-28_26,26,Paul Taylor,Friday@5,30,26,2,2022-05-28
2022-05-28_27,27,Michael Broening,Summer In Blue,29,27,2,2022-05-28
2022-05-28_28,28,Darren Rahn,Rock The World,23,23,3,2022-05-28
2022-05-28_29,29,Matt Lee,One More Kiss,28,28,2,2022-05-28
2022-05-28_30,30,David P. Stevens Featuring Will Donato,Point Of View,0,30,1,2022-05-28
2022-06-04_1,1,Gerald Albright,G Wiggle,2,1,9,2022-06-04
2022-06-04_2,2,Richard Elliot,Move Ahead,10,2,6,2022-06-04
2022-06-04_3,3,Vincent Ingala,Shadow Dancer,1,1,12,2022-06-04
2022-06-04_4,4,Nick Colionne,What You Do To Me,3,1,11,2022-06-04
2022-06-04_5,5,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,4,4,7,2022-06-04
2022-06-04_6,6,Blake Aaron,Dreamland,11,6,7,2022-06-04
2022-06-04_7,7,Eric Darius Featuring Justin Lee Schultz,That's My Jam,7,7,7,2022-06-04
2022-06-04_8,8,Julian Vaughn,Take That,6,6,10,2022-06-04
2022-06-04_9,9,Kim Scott Featuring Blake Aaron,SHINE!,12,9,12,2022-06-04
2022-06-04_10,10,The Braxton Brothers,Catalina Nights,14,10,4,2022-06-04
2022-06-04_11,11,Tim Bowman Featuring Michael Broening,Movin' N Groovin,5,4,11,2022-06-04
2022-06-04_12,12,Norman Brown,Back At Ya,19,12,9,2022-06-04
2022-06-04_13,13,Paula Atherton,Keep It Comin',9,4,18,2022-06-04
2022-06-04_14,14,Paul Taylor,Friday@5,26,14,3,2022-06-04
2022-06-04_15,15,Michael J Thomas,The OG Bounce,18,15,11,2022-06-04
2022-06-04_16,16,Lawson Rollins,Free To Fly,16,14,14,2022-06-04
2022-06-04_17,17,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,20,17,6,2022-06-04
2022-06-04_18,18,Lisa Addeo Featuring Ryan Montano,Deep Blue C,13,9,12,2022-06-04
2022-06-04_19,19,Jeffery Smith,Jazz Party,23,19,5,2022-06-04
2022-06-04_20,20,Michael Broening,Summer In Blue,27,20,3,2022-06-04
2022-06-04_21,21,Steve Cole,Covent Garden,25,21,4,2022-06-04
2022-06-04_22,22,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,22,22,4,2022-06-04
2022-06-04_23,23,Adam Hawley,Gotta Get Up,8,2,13,2022-06-04
2022-06-04_24,24,Darren Rahn,Rock The World,28,23,4,2022-06-04
2022-06-04_25,25,Julian Vaughn,Amore,17,15,10,2022-06-04
2022-06-04_26,26,Matt Lee,One More Kiss,29,26,3,2022-06-04
2022-06-04_27,27,Brian Culbertson,Step Into Love,0,27,1,2022-06-04
2022-06-04_28,28,Najee Featuring Frank Wilkens,Dr. Doolittle,0,28,1,2022-06-04
2022-06-04_29,29,Brian Simpson,What I'm Waiting For,0,29,1,2022-06-04
2022-06-04_30,30,Rick Braun,Feet First,21,9,13,2022-06-04
2022-06-11_1,1,Richard Elliot,Move Ahead,2,1,7,2022-06-11
2022-06-11_2,2,Gerald Albright,G Wiggle,1,1,10,2022-06-11
2022-06-11_3,3,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,5,3,8,2022-06-11
2022-06-11_4,4,The Braxton Brothers,Catalina Nights,10,4,5,2022-06-11
2022-06-11_5,5,Vincent Ingala,Shadow Dancer,3,1,13,2022-06-11
2022-06-11_6,6,Blake Aaron,Dreamland,6,6,8,2022-06-11
2022-06-11_7,7,Tim Bowman Featuring Michael Broening,Movin' N Groovin,11,4,12,2022-06-11
2022-06-11_8,8,Nick Colionne,What You Do To Me,4,1,12,2022-06-11
2022-06-11_9,9,Paul Taylor,Friday@5,14,9,4,2022-06-11
2022-06-11_10,10,Kim Scott Featuring Blake Aaron,SHINE!,9,9,13,2022-06-11
2022-06-11_11,11,Julian Vaughn,Take That,8,6,11,2022-06-11
2022-06-11_12,12,Eric Darius Featuring Justin Lee Schultz,That's My Jam,7,7,8,2022-06-11
2022-06-11_13,13,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,22,13,5,2022-06-11
2022-06-11_14,14,Michael Broening,Summer In Blue,20,14,4,2022-06-11
2022-06-11_15,15,Jeffery Smith,Jazz Party,19,15,6,2022-06-11
2022-06-11_16,16,Lawson Rollins,Free To Fly,16,14,15,2022-06-11
2022-06-11_17,17,Steve Cole,Covent Garden,21,17,5,2022-06-11
2022-06-11_18,18,Michael J Thomas,The OG Bounce,15,15,12,2022-06-11
2022-06-11_19,19,Norman Brown,Back At Ya,12,12,10,2022-06-11
2022-06-11_20,20,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,17,17,7,2022-06-11
2022-06-11_21,21,Paula Atherton,Keep It Comin',13,4,19,2022-06-11
2022-06-11_22,22,Darren Rahn,Rock The World,24,22,5,2022-06-11
2022-06-11_23,23,Lisa Addeo Featuring Ryan Montano,Deep Blue C,18,9,13,2022-06-11
2022-06-11_24,24,Najee Featuring Frank Wilkens,Dr. Doolittle,28,24,2,2022-06-11
2022-06-11_25,25,Brian Culbertson,Step Into Love,27,25,2,2022-06-11
2022-06-11_26,26,Julian Vaughn,Amore,25,15,11,2022-06-11
2022-06-11_27,27,Brian Simpson,What I'm Waiting For,29,27,2,2022-06-11
2022-06-11_28,28,Adam Hawley,Gotta Get Up,23,2,14,2022-06-11
2022-06-11_29,29,Ragan Whiteside,Thrill Ride,0,29,1,2022-06-11
2022-06-11_30,30,Matt Lee,One More Kiss,26,26,4,2022-06-11
2022-06-18_1,1,Richard Elliot,Move Ahead,1,1,8,2022-06-18
2022-06-18_2,2,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,3,2,9,2022-06-18
2022-06-18_3,3,The Braxton Brothers,Catalina Nights,4,3,6,2022-06-18
2022-06-18_4,4,Blake Aaron,Dreamland,6,4,9,2022-06-18
2022-06-18_5,5,Kim Scott Featuring Blake Aaron,SHINE!,10,5,14,2022-06-18
2022-06-18_6,6,Gerald Albright,G Wiggle,2,1,11,2022-06-18
2022-06-18_7,7,Paul Taylor,Friday@5,9,7,5,2022-06-18
2022-06-18_8,8,Tim Bowman Featuring Michael Broening,Movin' N Groovin,7,4,13,2022-06-18
2022-06-18_9,9,Nick Colionne,What You Do To Me,8,1,13,2022-06-18
2022-06-18_10,10,Eric Darius Featuring Justin Lee Schultz,That's My Jam,12,7,9,2022-06-18
2022-06-18_11,11,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,13,11,6,2022-06-18
2022-06-18_12,12,Julian Vaughn,Take That,11,6,12,2022-06-18
2022-06-18_13,13,Vincent Ingala,Shadow Dancer,5,1,14,2022-06-18
2022-06-18_14,14,Michael Broening,Summer In Blue,14,14,5,2022-06-18
2022-06-18_15,15,Michael J Thomas,The OG Bounce,18,15,13,2022-06-18
2022-06-18_16,16,Lawson Rollins,Free To Fly,16,14,16,2022-06-18
2022-06-18_17,17,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,20,17,8,2022-06-18
2022-06-18_18,18,Steve Cole,Covent Garden,17,17,6,2022-06-18
2022-06-18_19,19,Jeffery Smith,Jazz Party,15,15,7,2022-06-18
2022-06-18_20,20,Najee Featuring Frank Wilkens,Dr. Doolittle,24,20,3,2022-06-18
2022-06-18_21,21,Brian Simpson,What I'm Waiting For,27,21,3,2022-06-18
2022-06-18_22,22,Darren Rahn,Rock The World,22,22,6,2022-06-18
2022-06-18_23,23,Norman Brown,Back At Ya,19,12,11,2022-06-18
2022-06-18_24,24,Ragan Whiteside,Thrill Ride,29,24,2,2022-06-18
2022-06-18_25,25,Brian Culbertson,Step Into Love,25,25,3,2022-06-18
2022-06-18_26,26,Paula Atherton,Keep It Comin',21,4,20,2022-06-18
2022-06-18_27,27,Lisa Addeo Featuring Ryan Montano,Deep Blue C,23,9,14,2022-06-18
2022-06-18_28,28,Maysa,Make Sure You're Sure,0,28,1,2022-06-18
2022-06-18_29,29,Matt Lee,One More Kiss,30,26,5,2022-06-18
2022-06-18_30,30,Alex Parchment Featuring Jordan Love,Lavish,0,30,1,2022-06-18
2022-06-25_1,1,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,2,1,10,2022-06-25
2022-06-25_2,2,The Braxton Brothers,Catalina Nights,3,2,7,2022-06-25
2022-06-25_3,3,Blake Aaron,Dreamland,4,3,10,2022-06-25
2022-06-25_4,4,Richard Elliot,Move Ahead,1,1,9,2022-06-25
2022-06-25_5,5,Michael Broening,Summer In Blue,14,5,6,2022-06-25
2022-06-25_6,6,Paul Taylor,Friday@5,7,6,6,2022-06-25
2022-06-25_7,7,Eric Darius Featuring Justin Lee Schultz,That's My Jam,10,7,10,2022-06-25
2022-06-25_8,8,Tim Bowman Featuring Michael Broening,Movin' N Groovin,8,4,14,2022-06-25
2022-06-25_9,9,Kim Scott Featuring Blake Aaron,SHINE!,5,5,15,2022-06-25
2022-06-25_10,10,Jeffery Smith,Jazz Party,19,10,8,2022-06-25
2022-06-25_11,11,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,11,11,7,2022-06-25
2022-06-25_12,12,Gerald Albright,G Wiggle,6,1,12,2022-06-25
2022-06-25_13,13,Steve Cole,Covent Garden,18,13,7,2022-06-25
2022-06-25_14,14,Nick Colionne,What You Do To Me,9,1,14,2022-06-25
2022-06-25_15,15,Julian Vaughn,Take That,12,6,13,2022-06-25
2022-06-25_16,16,Michael J Thomas,The OG Bounce,15,15,14,2022-06-25
2022-06-25_17,17,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,17,17,9,2022-06-25
2022-06-25_18,18,Lawson Rollins,Free To Fly,16,14,17,2022-06-25
2022-06-25_19,19,Najee Featuring Frank Wilkens,Dr. Doolittle,20,19,4,2022-06-25
2022-06-25_20,20,Brian Simpson,What I'm Waiting For,21,20,4,2022-06-25
2022-06-25_21,21,Vincent Ingala,Shadow Dancer,13,1,15,2022-06-25
2022-06-25_22,22,Ragan Whiteside,Thrill Ride,24,22,3,2022-06-25
2022-06-25_23,23,Brian Culbertson,Step Into Love,25,23,4,2022-06-25
2022-06-25_24,24,Darren Rahn,Rock The World,22,22,7,2022-06-25
2022-06-25_25,25,Norman Brown,Back At Ya,23,12,12,2022-06-25
2022-06-25_26,26,Patrick Bradley Featuring Darren Rahn,Song Of May,0,26,1,2022-06-25
2022-06-25_27,27,Alex Parchment Featuring Jordan Love,Lavish,30,27,2,2022-06-25
2022-06-25_28,28,Matt Lee,One More Kiss,29,26,6,2022-06-25
2022-06-25_29,29,Sean U,Business As Usual,0,29,1,2022-06-25
2022-06-25_30,30,Maysa,Make Sure You're Sure,28,28,2,2022-06-25
2022-07-02_1,1,Blake Aaron,Dreamland,3,1,11,2022-07-02
2022-07-02_2,2,The Braxton Brothers,Catalina Nights,2,2,8,2022-07-02
2022-07-02_3,3,Paul Taylor,Friday@5,6,3,7,2022-07-02
2022-07-02_4,4,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,11,4,8,2022-07-02
2022-07-02_5,5,Michael Broening,Summer In Blue,5,5,7,2022-07-02
2022-07-02_6,6,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,1,1,11,2022-07-02
2022-07-02_7,7,Kim Scott Featuring Blake Aaron,SHINE!,9,5,16,2022-07-02
2022-07-02_8,8,Richard Elliot,Move Ahead,4,1,10,2022-07-02
2022-07-02_9,9,Eric Darius Featuring Justin Lee Schultz,That's My Jam,7,7,11,2022-07-02
2022-07-02_10,10,Tim Bowman Featuring Michael Broening,Movin' N Groovin,8,4,15,2022-07-02
2022-07-02_11,11,Najee Featuring Frank Wilkens,Dr. Doolittle,19,11,5,2022-07-02
2022-07-02_12,12,Jeffery Smith,Jazz Party,10,10,9,2022-07-02
2022-07-02_13,13,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,17,13,10,2022-07-02
2022-07-02_14,14,Brian Simpson,What I'm Waiting For,20,14,5,2022-07-02
2022-07-02_15,15,Steve Cole,Covent Garden,13,13,8,2022-07-02
2022-07-02_16,16,Gerald Albright,G Wiggle,12,1,13,2022-07-02
2022-07-02_17,17,Nick Colionne,What You Do To Me,14,1,15,2022-07-02
2022-07-02_18,18,Michael J Thomas,The OG Bounce,16,15,15,2022-07-02
2022-07-02_19,19,Ragan Whiteside,Thrill Ride,22,19,4,2022-07-02
2022-07-02_20,20,Brian Culbertson,Step Into Love,23,20,5,2022-07-02
2022-07-02_21,21,Lawson Rollins,Free To Fly,18,14,18,2022-07-02
2022-07-02_22,22,Julian Vaughn,Take That,15,6,14,2022-07-02
2022-07-02_23,23,Vincent Ingala,Shadow Dancer,21,1,16,2022-07-02
2022-07-02_24,24,Alex Parchment Featuring Jordan Love,Lavish,27,24,3,2022-07-02
2022-07-02_25,25,Sean U,Business As Usual,29,25,2,2022-07-02
2022-07-02_26,26,Darren Rahn,Rock The World,24,22,8,2022-07-02
2022-07-02_27,27,Norman Brown,Back At Ya,25,12,13,2022-07-02
2022-07-02_28,28,Patrick Bradley Featuring Darren Rahn,Song Of May,26,26,2,2022-07-02
2022-07-02_29,29,Cindy Bradley,Drive,0,29,1,2022-07-02
2022-07-02_30,30,Rick Braun,The Color Of Love,0,30,1,2022-07-02
2022-07-09_1,1,The Braxton Brothers,Catalina Nights,2,1,9,2022-07-09
2022-07-09_2,2,Michael Broening,Summer In Blue,5,2,8,2022-07-09
2022-07-09_3,3,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,6,1,12,2022-07-09
2022-07-09_4,4,Blake Aaron,Dreamland,1,1,12,2022-07-09
2022-07-09_5,5,Eric Darius Featuring Justin Lee Schultz,That's My Jam,9,5,12,2022-07-09
2022-07-09_6,6,Kim Scott Featuring Blake Aaron,SHINE!,7,5,17,2022-07-09
2022-07-09_7,7,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,4,4,9,2022-07-09
2022-07-09_8,8,Paul Taylor,Friday@5,3,3,8,2022-07-09
2022-07-09_9,9,Steve Cole,Covent Garden,15,9,9,2022-07-09
2022-07-09_10,10,Najee Featuring Frank Wilkens,Dr. Doolittle,11,10,6,2022-07-09
2022-07-09_11,11,Jeffery Smith,Jazz Party,12,10,10,2022-07-09
2022-07-09_12,12,Tim Bowman Featuring Michael Broening,Movin' N Groovin,10,4,16,2022-07-09
2022-07-09_13,13,Brian Simpson,What I'm Waiting For,14,13,6,2022-07-09
2022-07-09_14,14,Claudia Hayden Featuring Jacob Webb,Turn Me Up!,13,13,11,2022-07-09
2022-07-09_15,15,Michael J Thomas,The OG Bounce,18,15,16,2022-07-09
2022-07-09_16,16,Brian Culbertson,Step Into Love,20,16,6,2022-07-09
2022-07-09_17,17,Ragan Whiteside,Thrill Ride,19,17,5,2022-07-09
2022-07-09_18,18,Vincent Ingala,Shadow Dancer,23,1,17,2022-07-09
2022-07-09_19,19,Nick Colionne,What You Do To Me,17,1,16,2022-07-09
2022-07-09_20,20,Gerald Albright,G Wiggle,16,1,14,2022-07-09
2022-07-09_21,21,Sean U,Business As Usual,25,21,3,2022-07-09
2022-07-09_22,22,Richard Elliot,Move Ahead,8,1,11,2022-07-09
2022-07-09_23,23,Rick Braun,The Color Of Love,30,23,2,2022-07-09
2022-07-09_24,24,Alex Parchment Featuring Jordan Love,Lavish,24,24,4,2022-07-09
2022-07-09_25,25,Lin Rountree,Candie's Dance,0,25,1,2022-07-09
2022-07-09_26,26,Cindy Bradley,Drive,29,26,2,2022-07-09
2022-07-09_27,27,Matt Lee,One More Kiss,0,26,7,2022-07-09
2022-07-09_28,28,Paul Hardcastle,Angelic Chimes,0,28,1,2022-07-09
2022-07-09_29,29,Patrick Bradley Featuring Darren Rahn,Song Of May,28,26,3,2022-07-09
2022-07-09_30,30,Darren Rahn,Rock The World,26,22,9,2022-07-09
2022-07-16_1,1,The Braxton Brothers,Catalina Nights,1,1,10,2022-07-16
2022-07-16_2,2,Michael Broening,Summer In Blue,2,2,9,2022-07-16
2022-07-16_3,3,Paul Taylor,Friday@5,8,3,9,2022-07-16
2022-07-16_4,4,"Marcus Anderson Featuring Darnell ""Showcase"" Taylor",Soul Ties,7,4,10,2022-07-16
2022-07-16_5,5,Kim Scott Featuring Blake Aaron,SHINE!,6,5,18,2022-07-16
2022-07-16_6,6,Steve Cole,Covent Garden,9,6,10,2022-07-16
2022-07-16_7,7,Eric Darius Featuring Justin Lee Schultz,That's My Jam,5,5,13,2022-07-16
2022-07-16_8,8,Eric Valentine Featuring Everette Harp & Greg Manning,Q's Vibe,3,1,13,2022-07-16
2022-07-16_9,9,Najee Featuring Frank Wilkens,Dr. Doolittle,10,9,7,2022-07-16
