rank,weeks_hindex,peak_hindex,integrated_hindex,total_songs,artist
6628,1,1,1.00,1,"FRENTE!"
6629,1,1,1.00,1,"Ovis"
6630,1,1,1.00,1,"M People"
6631,1,1,0.00,1,"Sweet Sable"
6632,1,1,1.00,1,"The B.C. 52's"
6633,1,1,1.00,1,"The Crooklyn Dodgers"
6634,1,1,1.00,1,"Ahmad"
6635,1,1,1.00,1,"John Mellencamp With Me'Shell Ndegeocello"
6636,1,1,0.00,1,"Smif-N-Wessun"
6637,1,0,0.00,1,"The Sounds Of Blackness"
6638,1,1,1.00,1,"Meat Puppets"
6639,1,1,1.00,1,"Miranda"
6640,1,1,1.00,1,"DJ Miko"
6641,1,1,1.00,1,"The Puppies"
6642,1,1,0.00,1,"King Just"
6643,1,1,1.00,1,"Gravediggaz"
6644,1,1,0.00,1,"E-40"
6645,1,1,1.00,1,"Terror Fabulous Featuring Nadine Sutherland"
6646,1,1,1.00,1,"Ice Cube Featuring George Clinton"
6647,1,1,1.00,1,"Mad Lion"
6648,1,1,0.00,1,"Jamie Foxx"
6649,1,1,0.00,1,"Rayvon"
6650,1,1,1.00,1,"The Lady Of Rage"
6651,1,1,1.00,1,"Patra Featuring Yo-Yo"
6652,1,1,1.00,1,"Edie Brickell"
6653,1,1,1.00,1,"Whitehead Bros."
6654,1,1,1.00,1,"Deadeye Dick"
6655,1,1,1.00,1,"Mazzy Star"
6656,1,1,1.00,1,"Luther Vandross & Mariah Carey"
6657,1,1,1.00,1,"20 Fingers Featuring Gillette"
6658,1,1,0.00,1,"PMD"
6659,1,1,1.00,1,"Love Spit Love"
6660,1,1,1.00,1,"4PM"
6661,1,1,1.00,1,"Ill Al Skratch Featuring Brian McKnight"
6662,1,1,1.00,1,"Da Youngsta's"
6663,1,1,1.00,1,"Lucas"
6664,1,1,1.00,1,"B.M.U. (Black Men United)"
6665,1,1,0.00,1,"Tanya Blount"
6666,1,0,0.00,1,"Youssou N'Dour & Neneh Cherry"
6667,1,1,1.00,1,"Keith Sweat (Featuring Kut Klose)"
6668,1,1,0.00,1,"The Jesus And Mary Chain"
6669,1,1,1.00,1,"Fu-Schnickens"
6670,1,1,1.00,1,"Harry Connick, Jr."
6671,1,1,1.00,1,"Urge Overkill"
6672,1,1,0.00,1,"Doctor Dre & Ed Lover"
6673,1,1,0.00,1,"Sass Jordan"
6674,1,1,0.00,1,"The Juliana Hatfield 3"
6675,1,1,0.00,1,"Slick Rick"
6676,1,1,1.00,1,"Amy Grant With Vince Gill"
6677,1,1,1.00,1,"N2U"
6678,1,1,1.00,1,"Andru Donalds"
6679,1,1,1.00,1,"Jeff Foxworthy"
6680,1,1,0.00,1,"The Murmurs"
6681,1,1,1.00,1,"The Flaming Lips"
6682,1,1,1.00,1,"Freedy Johnston"
6683,1,1,1.00,1,"Nine"
6684,1,1,0.00,1,"The Tractors"
6685,1,1,0.00,1,"Tag Team, Mickey, Minnie, And Goofy"
6686,1,1,1.00,1,"Vicious"
6687,1,1,1.00,1,"Willi One Blood"
6688,1,1,0.00,1,"Aimee Mann"
6689,1,1,1.00,1,"Dionne Farris"
6690,1,1,1.00,1,"Jewell"
6691,1,1,1.00,1,"Jamie Walters"
6692,1,1,1.00,1,"Subway (Featuring 702)"
6693,1,1,1.00,1,"Channel Live"
6694,1,1,0.00,1,"Group Home"
6695,1,1,1.00,1,"Portishead"
6696,1,1,1.00,1,"K-Ci Hailey"
6697,1,1,1.00,1,"Bone Thugs-N-Harmony Featuring Eazy-E"
6698,1,1,1.00,1,"E-40 (Featuring Leviti)"
6699,1,1,1.00,1,"Gillette"
6700,1,1,1.00,1,"Keith Martin"
6701,1,1,1.00,1,"Scarface Feat. Ice Cube"
6702,1,1,1.00,1,"IV Xample"
6703,1,1,1.00,1,"Rednex"
6704,1,1,1.00,1,"Rappin' 4-Tay Featuring The Spinners"
6705,1,1,1.00,1,"Raphael Saadiq"
6706,1,1,1.00,1,"Roula"
6707,1,1,1.00,1,"Nicki French"
6708,1,1,1.00,1,"Billie Ray Martin"
6709,1,1,1.00,1,"Total Featuring The Notorious B.I.G."
6710,1,1,1.00,1,"Kut Klose"
6711,1,1,0.00,1,"Juliana Hatfield"
6712,1,1,1.00,1,"Jon B. Featuring Babyface"
6713,1,1,1.00,1,"Skee-Lo"
6714,1,1,1.00,1,"Method Man Featuring Mary J. Blige"
6715,1,1,1.00,1,"Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock"
6716,1,1,1.00,1,"Alison Krauss + Union Station"
6717,1,1,0.00,1,"Fabu"
6718,1,1,1.00,1,"Matthew Sweet"
6719,1,1,1.00,1,"Jill Sobule"
6720,1,1,1.00,1,"Tony Thompson"
6721,1,1,1.00,1,"Yaki-Da"
6722,1,1,1.00,1,"Luniz"
6723,1,1,0.00,1,"SF Spanish Fly"
6724,1,1,1.00,1,"Michael Jackson & Janet Jackson"
6725,1,1,1.00,1,"MoKenStef"
6726,1,1,1.00,1,"E-40 (Featuring Suga T)"
6727,1,1,0.00,1,"Subway"
6728,1,1,1.00,1,"The Bucketheads"
6729,1,1,0.00,1,"Intonation Featuring Joee"
6730,1,1,1.00,1,"Chef Raekwon"
6731,1,1,1.00,1,"AZ"
6732,1,1,1.00,1,"Junior M.A.F.I.A."
6733,1,1,1.00,1,"Perfect Stranger"
6734,1,1,0.00,1,"Vybe"
6735,1,1,1.00,1,"Sponge"
6736,1,1,1.00,1,"Take That"
6737,1,1,1.00,1,"The Dove Shack"
6738,1,1,1.00,1,"Coolio Featuring L.V."
6739,1,1,1.00,1,"Twinz"
6740,1,1,1.00,1,"Deep Blue Something"
6741,1,1,1.00,1,"Scatman John"
6742,1,1,1.00,1,"Redman/Method Man"
6743,1,1,1.00,1,"Rusted Root"
6744,1,1,0.00,1,"Crooklyn Dodgers '95"
6745,1,0,0.00,1,"Jeff Carson"
6746,1,1,0.00,1,"WC & The Maad Circle"
6747,1,1,1.00,1,"The Outhere Brothers"
6748,1,1,1.00,1,"3T"
6749,1,1,1.00,1,"Blahzay Blahzay"
6750,1,0,0.00,1,"Super Cat"
6751,1,1,1.00,1,"Raekwon"
6752,1,1,1.00,1,"The Mighty Dub Katz"
6753,1,1,1.00,1,"Gerald Levert & Eddie Levert, Sr."
6754,1,1,1.00,1,"Planet Soul"
6755,1,1,0.00,1,"Peter Cetera & Crystal Bernard"
6756,1,1,1.00,1,"Selena"
6757,1,1,1.00,1,"Edwyn Collins"
6758,1,1,1.00,1,"Genius/GZA"
6759,1,1,1.00,1,"Terry Ellis"
6760,1,1,1.00,1,"The Click"
6761,1,1,1.00,1,"L.V."
6762,1,1,1.00,1,"L.A.D."
6763,1,1,0.00,1,"Bonnie Raitt With Bryan Adams"
6764,1,1,1.00,1,"Mariah Carey & Boyz II Men"
6765,1,1,1.00,1,"Kool G Rap"
6766,1,1,1.00,1,"Joan Osborne"
6767,1,1,1.00,1,"Folk Implosion"
6768,1,1,0.00,1,"The Rentals"
6769,1,1,1.00,1,"Immature (Featuring Smooth)"
6770,1,1,1.00,1,"L.B.C. Crew Feat. Tray D & South Sentrell"
6771,1,1,0.00,1,"Genius/GZA Featuring Inspektah Deck"
6772,1,1,0.00,1,"Quincy Jones Introducing Tamia"
6773,1,1,1.00,1,"Tha Dogg Pound Featuring Michel'le"
6774,1,1,1.00,1,"Shawn Stockman"
6775,1,1,1.00,1,"Seven Mary Three"
6776,1,1,1.00,1,"N-Trance"
6777,1,1,1.00,1,"Denine With Collage's Adam Marano"
6778,1,1,1.00,1,"Devone"
6779,1,1,0.00,1,"Ruffneck Featuring Yavahn"
6780,1,1,1.00,1,"Heltah Skeltah And O.G.C. As The Fab 5"
6781,1,1,1.00,1,"Junior M.A.F.I.A. Featuring The Notorious B.I.G."
6782,1,1,1.00,1,"Jann Arden"
6783,1,1,1.00,1,"Mona Lisa Featuring Lost Boyz"
6784,1,1,0.00,1,"Das EFX (Featuring Mobb Deep)"
6785,1,1,1.00,1,"R. Kelly Featuring Ronald Isley"
6786,1,1,1.00,1,"Nonchalant"
6787,1,1,1.00,1,"BoDeans"
6788,1,1,1.00,1,"The Presidents Of The United States Of America"
6789,1,1,1.00,1,"Xscape Featuring MC Lyte"
6790,1,1,1.00,1,"MC Lyte Featuring Xscape"
6791,1,1,1.00,1,"Buffy"
6792,1,1,1.00,1,"Art N' Soul"
6793,1,1,0.00,1,"Patra Duet With Aaron Hall"
6794,1,1,1.00,1,"Whitney Houston & CeCe Winans"
6795,1,1,1.00,1,"A Few Good Men"
6796,1,1,1.00,1,"Spacehog"
6797,1,1,1.00,1,"Jay-Z Featuring Foxxy Brown"
6798,1,1,1.00,1,"Genius/GZA Featuring Method Man"
6799,1,1,0.00,1,"Big Sister"
6800,1,1,1.00,1,"Dishwalla"
6801,1,1,1.00,1,"Gravity Kills"
6802,1,1,1.00,1,"Tina Arena"
6803,1,1,1.00,1,"Quincy Jones Feat. Babyface & Tamia With Portrai"
6804,1,1,1.00,1,"Delinquent Habits"
6805,1,1,1.00,1,"Planet Soul Featuring Brenda Dee"
6806,1,1,0.00,1,"Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A."
6807,1,1,0.00,1,"Geto Boys Featuring Flaj"
6808,1,1,1.00,1,"Robert Miles"
6809,1,1,1.00,1,"Adam Clayton & Larry Mullen"
6810,1,1,1.00,1,"Case Featuring Foxxy Brown"
6811,1,1,1.00,1,"Crucial Conflict"
6812,1,1,1.00,1,"Jars Of Clay"
6813,1,1,1.00,1,"Puff Johnson"
6814,1,1,0.00,1,"69 Boyz Featuring Quad City DJ's"
6815,1,1,1.00,1,"112 Featuring The Notorious B.I.G."
6816,1,1,1.00,1,"Kristine W"
6817,1,1,1.00,1,"Men Of Vizion"
6818,1,1,1.00,1,"2Pac Featuring K-Ci And JoJo"
6819,1,1,0.00,1,"Mona Lisa"
6820,1,1,1.00,1,"Los Del Mar"
6821,1,1,1.00,1,"Montell Jordan Featuring Slick Rick"
6822,1,1,1.00,1,"Maxi Priest Featuring Shaggy"
6823,1,1,1.00,1,"Jeff Foxworthy With Alan Jackson"
6824,1,1,1.00,1,"Ghost Town DJ's"
6825,1,1,1.00,1,"The Badlees"
6826,1,1,1.00,1,"Busta Rhymes Featuring Zhane"
6827,1,1,1.00,1,"Gina Thompson"
6828,1,1,0.00,1,"Sadat X"
6829,1,1,0.00,1,"Nathan Morris"
6830,1,1,1.00,1,"Do Or Die (Featuring Twista)"
6831,1,1,0.00,1,"The Braxtons"
6832,1,1,1.00,1,"T-Boz"
6833,1,1,1.00,1,"RZA Feat. Method Man & Cappadonna"
6834,1,1,1.00,1,"Crush"
6835,1,1,1.00,1,"Brandy, Tamia, Gladys Knight & Chaka Khan"
6836,1,1,1.00,1,"Az Yet"
6837,1,1,1.00,1,"Too Short Featuring Parliament Funkadelic"
6838,1,1,1.00,1,"Mindy McCready"
6839,1,1,0.00,1,"Katalina"
6840,1,1,1.00,1,"Warren G Featuring Adina Howard"
6841,1,1,0.00,1,"Charm Farm"
6842,1,1,1.00,1,"dog's eye view"
6843,1,1,1.00,1,"The Isley Brothers Featuring Angela Winbush"
6844,1,1,1.00,1,"Amanda Marshall"
6845,1,1,1.00,1,"Keith Sweat Featuring Athena Cage"
6846,1,1,1.00,1,"Robert Miles Featuring Maria Nayler"
6847,1,1,1.00,1,"BLACKstreet (Featuring Dr. Dre)"
6848,1,1,1.00,1,"The Wonders"
6849,1,1,1.00,1,"Qkumba Zoo"
6850,1,1,1.00,1,"The Braids"
6851,1,1,1.00,1,"The Original"
6852,1,1,0.00,1,"Southsyde B.O.I.Z."
6853,1,1,1.00,1,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels"
6854,1,1,1.00,1,"Nate Dogg Featuring Snoop Doggy Dogg"
6855,1,1,1.00,1,"Lil' Kim Featuring Puff Daddy"
6856,1,1,1.00,1,"dc Talk"
6857,1,1,1.00,1,"Barbra Streisand & Bryan Adams"
6858,1,1,1.00,1,"Duncan Sheik"
6859,1,1,1.00,1,"The Blackout Allstars"
6860,1,1,1.00,1,"Mack 10 & Tha Dogg Pound"
6861,1,1,1.00,1,"Johnny Gill Featuring Roger Troutman"
6862,1,1,1.00,1,"Goodfellaz"
6863,1,1,1.00,1,"Luscious Jackson"
6864,1,1,0.00,1,"Redman Featuring K-Solo"
6865,1,1,1.00,1,"Freak Nasty"
6866,1,1,1.00,1,"Camp Lo"
6867,1,1,1.00,1,"The Roots"
6868,1,1,1.00,1,"Puff Daddy (Featuring Mase)"
6869,1,1,1.00,1,"Leah Andreone"
6870,1,1,0.00,1,"The Chemical Brothers"
6871,1,1,0.00,1,"Love Tribe"
6872,1,1,0.00,1,"Brady Seals"
6873,1,1,1.00,1,"E-40 Featuring Bo-Rock"
6874,1,1,1.00,1,"Immature Featuring Smooth And Ed From Good Burger"
6875,1,1,1.00,1,"DJ Kool"
6876,1,1,1.00,1,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch"
6877,1,1,0.00,1,"QT"
6878,1,1,1.00,1,"Tru Featuring Ice Cream Man (Master P)"
6879,1,1,1.00,1,"Funky Green Dogs"
6880,1,0,0.00,1,"K5"
6881,1,1,1.00,1,"Foxy Brown Featuring Jay-Z"
6882,1,1,1.00,1,"Tre"
6883,1,1,1.00,1,"Tracey Lee"
6884,1,1,1.00,1,"Az Yet Featuring Peter Cetera"
6885,1,1,1.00,1,"The Verve Pipe"
6886,1,1,1.00,1,"Bill Engvall With Special Guest Travis Tritt"
6887,1,1,1.00,1,"Hev-D"
6888,1,1,1.00,1,"Allure Featuring NAS"
6889,1,1,0.00,1,"Bounty Killa featuring the Fugees"
6890,1,1,1.00,1,"Da Brat Featuring T-Boz"
6891,1,1,1.00,1,"Joose"
6892,1,1,1.00,1,"White Town"
6893,1,1,1.00,1,"Tela Featuring Eightball & MJG"
6894,1,1,0.00,1,"Peggy Scott-Adams"
6895,1,1,1.00,1,"Faithless"
6896,1,1,1.00,1,"DJ Taz Featuring Raheem The Dream"
6897,1,1,1.00,1,"Billy Lawrence Featuring MC Lyte"
6898,1,1,1.00,1,"B-Rock & The Bizz"
6899,1,1,1.00,1,"Nu Flavor Featuring Roger"
6900,1,1,0.00,1,"Tasha Holiday"
6901,1,1,1.00,1,"Trapp Featuring 2pac, Notorious B.I.G."
6902,1,1,0.00,1,"Too Short & Lil' Kim"
6903,1,1,1.00,1,"Suga Free"
6904,1,1,1.00,1,"Veronica (Featuring Craig Mack)"
6905,1,1,1.00,1,"Puff Daddy & Faith Evans Featuring 112"
6906,1,1,1.00,1,"Wyclef Jean Featuring Refugee Allstars"
6907,1,1,1.00,1,"Raybon Bros."
6908,1,1,1.00,1,"Keith Sweat (Featuring Ronald Isley)"
6909,1,1,0.00,1,"MC Luscious Featuring Kinsui"
6910,1,1,0.00,1,"Leschea"
6911,1,1,1.00,1,"DJ Company"
6912,1,1,1.00,1,"Scarface Featuring 2Pac & Johnny P"
6913,1,1,1.00,1,"Warren G Featuring Ronald Isley"
6914,1,1,0.00,1,"Gyrl"
6915,1,1,1.00,1,"Tha Alkaholiks Featuring Ol' Dirty Bastard"
6916,1,1,1.00,1,"Laurnea"
6917,1,1,1.00,1,"Coolio Featuring 40 Thevz"
6918,1,1,1.00,1,"CRU Featuring Slick Rick"
6919,1,1,0.00,1,"Damage"
6920,1,1,1.00,1,"Shawn Colvin"
6921,1,1,1.00,1,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar"
6922,1,1,1.00,1,"Rampage Featuring Billy Lawrence"
6923,1,1,1.00,1,"Abra Moore"
6924,1,1,1.00,1,"Magoo And Timbaland"
6925,1,1,1.00,1,"SWV (Featuring Puff Daddy)"
6926,1,1,1.00,1,"The Notorious B.I.G. Featuring Puff Daddy & Mase"
6927,1,1,1.00,1,"Mr. President"
6928,1,1,1.00,1,"BLACKstreet With Special Guests Ol' Dirty Bastard & Slash"
6929,1,1,1.00,1,"Nastyboy Klick Featuring Roger Troutman"
6930,1,1,0.00,1,"Michael Peterson"
6931,1,1,1.00,1,"Foxy Brown Featuring Dru Hill"
6932,1,1,0.00,1,"O.C. Featuring Yvette Michele"
6933,1,1,0.00,1,"Ivory"
6934,1,1,0.00,1,"Beenie Man Featuring Chevelle Franklyn"
6935,1,1,1.00,1,"4.0"
6936,1,1,1.00,1,"Ultra Nate"
6937,1,1,1.00,1,"Allure Featuring 112"
6938,1,1,1.00,1,"Somethin' For The People Featuring Trina & Tamara"
6939,1,1,1.00,1,"Dana"
6940,1,1,0.00,1,"Samantha Cole"
6941,1,1,1.00,1,"Los Umbrellos"
6942,1,1,1.00,1,"Shaggy (Featuring Marsha)"
6943,1,1,1.00,1,"Milestone"
6944,1,1,1.00,1,"Master P Featuring Pimp C And The Shocker"
6945,1,1,1.00,1,"Brian McKnight Featuring Mase"
6946,1,1,1.00,1,"Big Bub Featuring Queen Latifah & Heavy D"
6947,1,1,1.00,1,"Chumbawamba"
6948,1,1,1.00,1,"Imani Coppola"
6949,1,1,0.00,1,"Shaquille O'Neal, Ice Cube, B Real, Peter Gunz & KRS-One"
6950,1,1,1.00,1,"Peach Union"
6951,1,1,1.00,1,"Refugee Camp All Stars Featuring Pras (With Ky-mani)"
6952,1,1,1.00,1,"Jagged Edge Featuring Da Brat & JD"
6953,1,1,1.00,1,"Le Click Featuring Kayo"
6954,1,1,0.00,1,"The Beatnuts Featuring Big Punisher & Cuban Link"
6955,1,1,1.00,1,"Fiona Apple"
6956,1,1,1.00,1,"Martina McBride With Jim Brickman"
6957,1,1,0.00,1,"Lorrie Morgan"
6958,1,1,1.00,1,"Jamiroquai"
6959,1,1,1.00,1,"Missy ""Misdemeanor"" Elliott Featuring Da Brat"
6960,1,1,1.00,1,"Gary Barlow"
6961,1,1,1.00,1,"Peter Cetera Featuring Az Yet"
6962,1,1,1.00,1,"Olive"
6963,1,1,0.00,1,"Jay-Z Featuring Babyface And Foxy Brown"
6964,1,1,0.00,1,"Sons Of Funk"
6965,1,1,1.00,1,"LSG"
6966,1,1,0.00,1,"Forest For The Trees"
6967,1,1,1.00,1,"Big Punisher"
6968,1,1,1.00,1,"Richard Marx & Donna Lewis"
6969,1,1,1.00,1,"Uncle Sam"
6970,1,1,1.00,1,"Changing Faces (Featuring Jay-Z)"
6971,1,1,1.00,1,"Billie Myers"
6972,1,1,1.00,1,"Lord Tariq & Peter Gunz"
6973,1,1,1.00,1,"BeBe Winans"
6974,1,1,1.00,1,"Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)"
6975,1,1,1.00,1,"Alana Davis"
6976,1,1,0.00,1,"Toby Keith With Sting"
6977,1,1,1.00,1,"WC From Westside Connection"
6978,1,1,1.00,1,"Kimberly Scott"
6979,1,1,0.00,1,"Queen Pen Featuring Teddy Riley"
6980,1,1,1.00,1,"KAI"
6981,1,1,0.00,1,"Sublime"
6982,1,1,1.00,1,"Sting & The Police"
6983,1,1,1.00,1,"Insane Clown Posse"
6984,1,1,1.00,1,"LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P"
6985,1,1,1.00,1,"K.P. & Envyi"
6986,1,1,0.00,1,"Sammy Kershaw"
6987,1,1,1.00,1,"Lutricia McNeal"
6988,1,1,1.00,1,"Anita Cochran (Duet With Steve Wariner)"
6989,1,1,0.00,1,"Elmo & Patsy"
6990,1,1,1.00,1,"Militia"
6991,1,1,1.00,1,"Lysette"
6992,1,1,1.00,1,"Spacemonkeyz"
6993,1,1,0.00,1,"Kinsu"
6994,1,0,0.00,1,"Club 69 Featuring Suzanne Palmer"
6995,1,1,1.00,1,"Mase Featuring Total"
6996,1,1,1.00,1,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal"
6997,1,1,1.00,1,"Jay-Z Featuring BLACKstreet"
6998,1,1,0.00,1,"Chucklebutt"
6999,1,1,0.00,1,"Kim Sanders"
7000,1,1,1.00,1,"Wyclef Jean"
7001,1,1,1.00,1,"INOJ/LATHUN"
7002,1,1,1.00,1,"Queen Pen Featuring Eric Williams"
7003,1,1,1.00,1,"The Lox"
7004,1,1,1.00,1,"Ol Skool [Featuring Keith Sweat & Xscape]"
7005,1,1,0.00,1,"Fruit De La Passion"
7006,1,1,1.00,1,"David Kersh"
7007,1,1,1.00,1,"Sylk-E. Fyne Featuring Chill"
7008,1,1,1.00,1,"Mono"
7009,1,1,1.00,1,"Jimmy Ray"
7010,1,1,1.00,1,"Mic Geronimo Featuring DMX & Black Rob"
7011,1,1,0.00,1,"Phajja"
7012,1,1,1.00,1,"DMX Featuring Sheek Of The Lox"
7013,1,1,0.00,1,"Daryle Singletary"
7014,1,1,1.00,1,"Loreena McKennitt"
7015,1,1,1.00,1,"JD Featuring Da Brat"
7016,1,1,1.00,1,"Montell Jordan Feat. Master P & Silkk The Shocker"
7017,1,1,1.00,1,"Deja Vu"
7018,1,1,1.00,1,"Mya & Sisqo"
7019,1,1,1.00,1,"Elusion"
7020,1,1,1.00,1,"2Pac Featuring Eric Williams"
7021,1,1,1.00,1,"Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh"
7022,1,1,1.00,1,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo"
7023,1,1,1.00,1,"The Tuesdays"
7024,1,1,1.00,1,"Dakota Moon"
7025,1,1,1.00,1,"The Verve"
7026,1,1,1.00,1,"Luke Featuring No Good But So Good"
7027,1,1,1.00,1,"Do Or Die Featuring Johnny P & Twista"
7028,1,1,0.00,1,"PRINCE BE & Ky-Mani"
7029,1,1,1.00,1,"The Lox [Featuring DMX & Lil' Kim]"
7030,1,1,1.00,1,"Marcy Playground"
7031,1,1,1.00,1,"Canibus"
7032,1,1,1.00,1,"Master P Featuring Sons Of Funk"
7033,1,1,0.00,1,"Brooklyn Bounce"
7034,1,1,1.00,1,"S.O.A.P."
7035,1,1,1.00,1,"7 Mile"
7036,1,1,1.00,1,"Timbaland & Magoo"
7037,1,1,1.00,1,"The Kenny Wayne Shepherd Band"
7038,1,1,1.00,1,"Hi-Town DJs"
7039,1,1,0.00,1,"Rufus Blaq"
7040,1,1,0.00,1,"M:G"
7041,1,1,0.00,1,"Innerlude"
7042,1,1,1.00,1,"Janet Featuring BLACKstreet"
7043,1,1,0.00,1,"Blair"
7044,1,1,0.00,1,"Daze"
7045,1,1,1.00,1,"Brandy & Monica"
7046,1,1,1.00,1,"Imajin Featuring Keith Murray"
7047,1,1,1.00,1,"John Forte"
7048,1,1,1.00,1,"Baby Talk"
7049,1,1,1.00,1,"Sister 7"
7050,1,1,1.00,1,"Link"
7051,1,1,1.00,1,"Big Punisher Featuring Joe"
7052,1,1,1.00,1,"Hannah Jones"
7053,1,1,0.00,1,"LaTanya Featuring Twista"
7054,1,1,0.00,1,"Rebekah"
7055,1,1,0.00,1,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes"
7056,1,1,1.00,1,"Nutta Butta Featuring Teddy Riley And Anonymous"
7057,1,1,1.00,1,"Puff Daddy Featuring Jimmy Page"
7058,1,1,1.00,1,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha"
7059,1,1,1.00,1,"Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya"
7060,1,1,1.00,1,"Goodie Mob Featuring Outkast"
7061,1,1,1.00,1,"Jennifer Paige"
7062,1,1,1.00,1,"JD Featuring Jay-Z"
7063,1,1,1.00,1,"Rockell [Duet With Collage]"
7064,1,1,1.00,1,"Nate Dogg Featuring Warren G"
7065,1,1,0.00,1,"All City"
7066,1,1,0.00,1,"EOL"
7067,1,1,1.00,1,"Lari White"
7068,1,1,1.00,1,"Cam'Ron Featuring Mase"
7069,1,1,1.00,1,"Mase Featuring Puff Daddy"
7070,1,1,1.00,1,"Swirl 360"
7071,1,1,1.00,1,"Athenaeum"
7072,1,1,0.00,1,"Dionne Warwick And The Hip-Hop Nation United"
7073,1,1,0.00,1,"Rell Featuring Jay-Z"
7074,1,1,0.00,1,"Heather B."
7075,1,1,0.00,1,"Reiss Featuring Special Guest Michie Mee"
7076,1,1,1.00,1,"Tatyana Ali"
7077,1,1,1.00,1,"Wyclef Jean Featuring Queen Pen & The Product"
7078,1,1,1.00,1,"Memphis Bleek (& Jay-Z)"
7079,1,1,1.00,1,"Mya Featuring Silkk The Shocker"
7080,1,1,1.00,1,"Pure Sugar"
7081,1,1,1.00,1,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick"
7082,1,1,1.00,1,"Queen Latifah Featuring Apache"
7083,1,1,1.00,1,"Inoj"
7084,1,1,1.00,1,"Funkmaster Flex Presents Khadejia Featuring Product"
7085,1,1,0.00,1,"4 The Cause"
7086,1,1,1.00,1,"Mos Def & Kweli Are Black Star"
7087,1,1,1.00,1,"Stars On 54: Ultra Nate, Amber, Jocelyn Enriquez"
7088,1,1,1.00,1,"Pressha"
7089,1,1,1.00,1,"Noreaga"
7090,1,1,0.00,1,"Tragedy, Capone, Infinite"
7091,1,1,1.00,1,"TQ"
7092,1,1,1.00,1,"Nastyboy Klick"
7093,1,1,1.00,1,"Jay-Z Featuring Amil (Of Major Coinz) & Ja"
7094,1,1,0.00,1,"Heltah Skeltah Featuring Starang Wondah Of O.G.C. & Doc Holiday"
7095,1,1,1.00,1,"Dru Hill Featuring Redman"
7096,1,1,1.00,1,"Sweetbox"
7097,1,1,1.00,1,"Stardust"
7098,1,1,0.00,1,"Bounty Killer Featuring Mobb Deep & Rappin' Noyd"
7099,1,1,1.00,1,"WC Featuring Jon B."
7100,1,1,1.00,1,"Keith Sweat Featuring Snoop Dogg"
7101,1,1,1.00,1,"112 Featuring Mase"
7102,1,1,1.00,1,"Ice Cube Featuring Mr. Short Khop"
7103,1,1,1.00,1,"Mia X Featuring Charlie Wilson"
7104,1,1,0.00,1,"Andrea Martin"
7105,1,1,0.00,1,"Mag 7"
7106,1,1,1.00,1,"Total Featuring Missy Elliott"
7107,1,1,1.00,1,"Mack 10 Featuring Gerald Levert"
7108,1,1,1.00,1,"Willie Max Featuring Raphael Saadiq"
7109,1,1,1.00,1,"BRAVO All Stars"
7110,1,1,0.00,1,"L.F.O. (Lyte Funky Ones) (Featuring Kayo)"
7111,1,1,1.00,1,"Mo Thugs Family Featuring Bone Thugs-N-Harmony"
7112,1,1,0.00,1,"Nicole Renee"
7113,1,1,0.00,1,"Elvis Crespo"
7114,1,1,0.00,1,"Reel Tight"
7115,1,1,0.00,1,"Emilia"
7116,1,1,1.00,1,"R. Kelly & Celine Dion"
7117,1,1,1.00,1,"Shawn Mullins"
7118,1,1,1.00,1,"Eagle-Eye Cherry"
7119,1,1,1.00,1,"Whitney Houston & Mariah Carey"
7120,1,1,1.00,1,"New Radicals"
7121,1,1,1.00,1,"BlackHawk"
7122,1,1,1.00,1,"Everything"
7123,1,1,1.00,1,"BLACKstreet & Mya Featuring Mase & Blinky Blink"
7124,1,1,1.00,1,"R. Kelly Featuring Keith Murray"
7125,1,1,0.00,1,"Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family"
7126,1,1,1.00,1,"Cake"
7127,1,1,1.00,1,"Brian McKnight Featuring Tone & Kobe Bryant"
7128,1,1,0.00,1,"Timbaland Featuring Missy ""Misdemeanor"" Elliott & Magoo"
7129,1,1,0.00,1,"The Brian Setzer Orchestra"
7130,1,1,1.00,1,"Shaggy Featuring Janet"
7131,1,1,1.00,1,"Everlast"
7132,1,1,1.00,1,"Whitney Houston Feat. Faith Evans & Kelly Price"
7133,1,1,1.00,1,"Case & Joe"
7134,1,1,0.00,1,"Adam Sandler"
7135,1,1,0.00,1,"Shae Jones"
7136,1,1,0.00,1,"Deryl Dodd"
7137,1,1,0.00,1,"Foxy Brown"
