rank,weeks_hindex,peak_hindex,integrated_hindex,total_songs,artist
629,7,8,5.89,8,"Bay City Rollers"
630,7,8,6.70,8,"Irene Cara"
631,7,8,5.90,8,"Joan Jett & The Blackhearts"
632,7,8,5.71,8,"The Human League"
633,7,8,5.99,8,"Ray Parker Jr."
634,7,8,5.17,8,"Thirty Eight Special"
635,7,7,4.98,8,"Patti LaBelle"
636,7,8,5.54,8,"Wang Chung"
637,7,8,5.77,8,"The Outfield"
638,7,8,4.99,8,"Cinderella"
639,7,7,3.58,8,"10,000 Maniacs"
640,7,8,6.43,8,"After 7"
641,7,7,5.75,8,"Seal"
642,7,7,5.26,8,"Naughty By Nature"
643,7,7,5.05,8,"P.M. Dawn"
644,7,8,7.32,8,"Ace Of Base"
645,7,7,5.59,8,"Ricky Martin"
646,7,8,7.26,8,"Spice Girls"
647,7,8,5.90,8,"Jagged Edge"
648,7,8,4.01,8,"Lee Ann Womack"
649,7,8,7.29,8,"Jessica Simpson"
650,7,8,5.39,8,"Lifehouse"
651,7,7,6.08,8,"Rob Thomas"
652,7,8,5.92,8,"Lainey Wilson"
653,7,7,4.81,7,"Lulu"
654,7,7,4.41,7,"1910 Fruitgum Co."
655,7,7,3.87,7,"David Gates"
656,7,7,4.89,7,"Sweet Sensation"
657,7,7,5.11,7,"38 Special"
658,7,7,3.00,7,"Midnight Star"
659,7,7,4.68,7,"John Cafferty & The Beaver Brown Band"
660,7,7,6.55,7,"Wham!"
661,7,7,4.74,7,"Go West"
662,7,7,5.20,7,"Freddie Jackson"
663,7,7,5.97,7,"Simply Red"
664,7,7,6.81,7,"Wilson Phillips"
665,7,7,6.96,7,"Xscape"
666,7,7,4.27,7,"Collective Soul"
667,7,7,6.28,7,"K-Ci & JoJo"
668,7,7,5.34,7,"Tyrese"
669,7,7,3.83,7,"Darryl Worley"
670,7,7,7.00,7,"Ashanti"
671,7,7,4.74,7,"Maren Morris"
672,7,7,5.63,7,"Cody Johnson"
673,7,7,3.99,7,"Fuerza Regida"
674,6,23,5.67,37,"Lil Wayne"
675,6,13,3.71,21,"Jim Reeves"
676,6,12,5.68,19,"Dinah Washington"
677,6,13,4.80,17,"Migos"
678,6,13,4.75,16,"Nancy Sinatra"
679,6,12,3.53,15,"Carla Thomas"
680,6,11,4.37,14,"The Olympics"
681,6,10,3.06,14,"Roger Williams"
682,6,12,3.82,14,"Wayne Newton"
683,6,12,4.63,14,"Percy Sledge"
684,6,12,3.89,14,"Karol G"
685,6,11,4.37,13,"Edwin Starr"
686,6,12,4.19,13,"Grand Funk Railroad"
687,6,10,4.21,12,"Don Gibson"
688,6,10,3.19,12,"Dickie Goodman"
689,6,9,3.87,12,"Patsy Cline"
690,6,9,3.78,11,"Little Willie John"
691,6,10,4.51,11,"Anita Bryant"
692,6,8,4.79,11,"Ferrante & Teicher"
693,6,9,3.83,11,"Timi Yuro"
694,6,8,4.10,11,"Billy Stewart"
695,6,9,4.91,11,"The Shangri-Las"
696,6,8,4.27,11,"Barbara Mason"
697,6,9,3.08,11,"Brenda & The Tabulations"
698,6,8,3.84,11,"Archie Bell & The Drells"
699,6,10,3.85,11,"Crystal Gayle"
700,6,10,4.60,11,"""Weird Al"" Yankovic"
701,6,9,4.29,10,"The Four Preps"
702,6,10,5.04,10,"Lloyd Price and His Orchestra"
703,6,10,4.34,10,"The Chiffons"
704,6,9,4.42,10,"Floyd Cramer"
705,6,9,4.01,10,"The Emotions"
706,6,9,4.74,10,"Barbara Lewis"
707,6,7,4.01,10,"Eddie Floyd"
708,6,8,3.83,10,"Sergio Mendes & Brasil '66"
709,6,9,4.34,10,"Judy Collins"
710,6,9,3.80,10,"O.C. Smith"
711,6,10,4.71,10,"The Killers"
712,6,7,3.23,9,"Peggy Lee"
713,6,9,3.18,9,"Eydie Gorme"
714,6,9,3.95,9,"The Kingsmen"
715,6,9,4.42,9,"Marv Johnson"
716,6,8,4.81,9,"Johnny And The Hurricanes"
717,6,7,4.16,9,"Lenny Welch"
718,6,8,5.66,9,"Gary U.S. Bonds"
719,6,7,4.83,9,"Lee Dorsey"
720,6,9,4.44,9,"Burl Ives"
721,6,9,5.18,9,"The Orlons"
722,6,9,3.42,9,"Frankie Laine"
723,6,9,3.88,9,"The Bachelors"
724,6,9,4.52,9,"Sam The Sham and the Pharaohs"
725,6,8,4.50,9,"The Happenings"
726,6,7,4.20,9,"Spanky And Our Gang"
727,6,8,5.04,9,"The Rascals"
728,6,7,4.67,9,"Joni Mitchell"
729,6,9,3.31,9,"Albert Hammond"
730,6,9,4.79,9,"Foghat"
731,6,8,3.45,9,"10cc"
732,6,9,4.91,9,"Chic"
733,6,9,6.18,9,"Belinda Carlisle"
734,6,8,5.42,9,"Warrant"
735,6,7,5.26,9,"CeCe Peniston"
736,6,8,3.65,9,"Tracy Byrd"
737,6,9,6.41,9,"Enrique Iglesias"
738,6,7,5.15,9,"Brantley Gilbert"
739,6,8,5.21,9,"The Kid LAROI"
740,6,7,3.96,8,"Johnny Horton"
741,6,7,4.58,8,"Ray Peterson"
742,6,7,4.22,8,"Johnny Crawford"
743,6,7,4.77,8,"The Dovells"
744,6,7,3.91,8,"James Darren"
745,6,7,6.14,8,"The Crystals"
746,6,8,2.94,8,"The Contours"
747,6,7,3.56,8,"Dobie Gray"
748,6,8,3.77,8,"Ruby And The Romantics"
749,6,7,3.73,8,"James & Bobby Purify"
750,6,7,3.09,8,"Jefferson Airplane"
751,6,8,4.41,8,"The Cowsills"
752,6,8,3.38,8,"Deep Purple"
753,6,8,2.91,8,"The Band"
754,6,8,5.19,8,"Kenny Rogers & The First Edition"
755,6,8,4.58,8,"Melanie"
756,6,8,2.96,8,"Jerry Reed"
757,6,8,3.65,8,"Stephen Stills"
758,6,7,4.16,8,"Millie Jackson"
759,6,7,3.89,8,"Donna Fargo"
760,6,8,3.54,8,"Tower Of Power"
761,6,7,3.83,8,"The Sylvers"
762,6,7,5.09,8,"Jim Stafford"
763,6,8,3.17,8,"Roger Daltrey"
764,6,8,5.19,8,"Hot Chocolate"
765,6,8,4.50,8,"Willie Nelson"
766,6,7,4.70,8,"Teddy Pendergrass"
767,6,7,4.76,8,"Tom Petty"
768,6,8,4.47,8,"The Motels"
769,6,8,4.67,8,"Robert Plant"
770,6,8,5.33,8,"Tracie Spencer"
771,6,6,5.82,8,"Melissa Etheridge"
772,6,7,4.80,8,"Silk"
773,6,7,3.69,8,"Trisha Yearwood"
774,6,7,3.16,8,"Joe Diffie"
775,6,6,5.16,8,"Deborah Cox"
776,6,7,5.62,8,"The Smashing Pumpkins"
777,6,8,5.65,8,"Jewel"
778,6,7,4.42,8,"Dave Matthews Band"
779,6,8,3.31,8,"SHeDAISY"
780,6,7,2.71,8,"Big & Rich"
781,6,7,6.18,8,"Green Day"
782,6,8,4.31,8,"My Chemical Romance"
783,6,7,5.75,8,"Ellie Goulding"
784,6,7,5.15,7,"Sue Thompson"
785,6,6,3.91,7,"Bobby Bare"
786,6,7,4.11,7,"Chris Montez"
787,6,7,3.44,7,"Mel Carter"
788,6,7,5.35,7,"The Buckinghams"
789,6,6,3.21,7,"Betty Wright"
790,6,6,4.44,7,"The Honey Cone"
791,6,7,3.49,7,"Neil Young"
792,6,7,5.15,7,"Yvonne Elliman"
793,6,6,3.48,7,"Chilliwack"
794,6,7,4.40,7,"Harry Chapin"
795,6,7,3.58,7,"April Wine"
796,6,6,3.06,7,"Brownsville Station"
797,6,7,4.31,7,"Cheech & Chong"
798,6,7,5.00,7,"Donny & Marie Osmond"
799,6,7,4.48,7,"Freddy Fender"
800,6,7,5.07,7,"The Charlie Daniels Band"
801,6,7,3.70,7,"Rush"
802,6,7,4.85,7,"Meco"
803,6,7,4.73,7,"Dire Straits"
804,6,7,6.26,7,"John Cougar"
805,6,7,3.96,7,"AC/DC"
806,6,6,4.93,7,"Whitesnake"
807,6,6,3.60,7,"Donnie Iris"
808,6,7,5.50,7,"Go-Go's"
809,6,7,3.77,7,"Quarterflash"
810,6,7,6.18,7,"UB40"
811,6,7,4.70,7,"David Lee Roth"
812,6,6,3.79,7,"Hooters"
813,6,7,4.71,7,"Mike + The Mechanics"
814,6,7,5.45,7,"Robbie Nevil"
815,6,6,5.16,7,"Kylie Minogue"
816,6,7,5.62,7,"Karyn White"
817,6,6,5.41,7,"Hi-Five"
818,6,7,4.98,7,"Firehouse"
819,6,7,5.51,7,"Shai"
820,6,7,4.79,7,"Snoop Dogg"
821,6,6,4.70,7,"Weezer"
822,6,6,5.19,7,"Maxwell"
823,6,7,3.80,7,"Barenaked Ladies"
824,6,7,6.52,7,"98 Degrees"
825,6,7,4.54,7,"Terri Clark"
826,6,7,3.34,7,"DMX"
827,6,7,4.11,7,"Garth Brooks"
828,6,7,5.14,7,"Staind"
829,6,7,5.82,7,"Sean Paul"
830,6,6,4.91,7,"Mario"
831,6,7,4.55,7,"Audioslave"
832,6,7,4.82,7,"Three Days Grace"
833,6,7,5.75,7,"Akon"
834,6,7,4.41,7,"Randy Houser"
835,6,6,5.03,7,"Selena Gomez & The Scene"
836,6,6,4.71,7,"Easton Corbin"
837,6,7,5.28,7,"Rae Sremmurd"
838,6,7,4.67,7,"Russell Dickerson"
839,6,6,3.54,6,"Joni James"
840,6,6,5.70,6,"The Crests"
841,6,6,4.65,6,"The Ronettes"
842,6,6,3.88,6,"The Archies"
843,6,6,3.94,6,"Chairman Of The Board"
844,6,6,4.11,6,"Hamilton, Joe Frank & Reynolds"
845,6,6,5.21,6,"Gilbert O'Sullivan"
846,6,6,4.51,6,"Michael Murphey"
847,6,6,6.00,6,"Paul McCartney And Wings"
848,6,6,6.00,6,"Grand Funk"
849,6,6,3.86,6,"Rose Royce"
850,6,6,3.46,6,"Jennifer Warnes"
851,6,6,3.88,6,"Player"
852,6,6,5.35,6,"Gerry Rafferty"
853,6,6,3.57,6,"Rupert Holmes"
854,6,6,4.91,6,"Asia"
855,6,6,3.67,6,"Scorpions"
856,6,6,5.45,6,"Men At Work"
857,6,6,5.73,6,"Debarge"
858,6,6,5.19,6,"Steve Perry"
859,6,6,4.91,6,"Simple Minds"
860,6,6,3.98,6,"Peter Cetera"
861,6,6,6.00,6,"Bruce Hornsby & The Range"
862,6,6,4.92,6,"Tiffany"
863,6,6,4.90,6,"D.J. Jazzy Jeff & The Fresh Prince"
864,6,6,5.01,6,"Winger"
865,6,6,4.92,6,"Bad English"
866,6,6,5.26,6,"Lisa Stansfield"
867,6,6,5.52,6,"Bell Biv DeVoe"
868,6,6,5.41,6,"Mint Condition"
869,6,6,4.20,6,"Kris Kross"
870,6,6,2.88,6,"Billy Ray Cyrus"
871,6,6,4.82,6,"Jade"
872,6,6,4.59,6,"Brian McKnight"
873,6,6,5.80,6,"Bone Thugs-N-Harmony"
874,6,6,6.00,6,"Hootie & The Blowfish"
875,6,6,5.65,6,"Blessid Union Of Souls"
876,6,6,6.00,6,"Montell Jordan"
877,6,6,4.16,6,"Lost Boyz"
878,6,6,5.07,6,"No Doubt"
879,6,6,5.73,6,"Busta Rhymes"
880,6,6,4.64,6,"Alanis Morissette"
881,6,6,6.00,6,"Savage Garden"
882,6,6,3.69,6,"The Offspring"
883,6,6,4.41,6,"Andy Griggs"
884,6,6,4.66,6,"Puddle Of Mudd"
885,6,6,4.12,6,"Seether"
886,6,6,4.71,6,"Fantasia"
887,6,6,4.55,6,"Eli Young Band"
888,6,6,5.12,6,"Jelly Roll"
889,5,26,3.48,45,"Gunna"
890,5,10,4.48,14,"Panic! At The Disco"
891,5,12,5.31,14,"5 Seconds Of Summer"
892,5,11,4.70,13,"Megan Moroney"
893,5,10,4.58,12,"twenty one pilots"
894,5,10,3.55,11,"Jose Feliciano"
895,5,7,3.90,11,"Michael Buble"
896,5,10,4.46,11,"Mumford & Sons"
897,5,8,3.67,10,"The Flamingos"
898,5,9,3.69,10,"Lawrence Welk And His Orchestra"
899,5,7,1.85,10,"Jimmy Smith"
900,5,8,4.68,10,"The Tymes"
901,5,8,2.45,10,"Little Milton"
902,5,8,2.42,10,"Ramsey Lewis"
903,5,9,3.58,10,"The Allman Brothers Band"
904,5,9,4.81,10,"Lorde"
905,5,9,3.79,10,"Lil Tecca"
906,5,9,5.32,10,"Lil Nas X"
907,5,10,5.44,10,"Drake & 21 Savage"
908,5,8,4.00,9,"Bobby Freeman"
909,5,7,2.95,9,"Ray Price"
910,5,5,2.86,9,"Della Reese"
911,5,9,4.00,9,"Sandy Nelson"
912,5,7,2.00,9,"Barbara Lynn"
913,5,8,3.36,9,"Nancy Wilson"
914,5,9,3.95,9,"Billy Joe Royal"
915,5,8,3.59,9,"The McCoys"
916,5,7,4.70,9,"Ohio Express"
917,5,8,4.71,9,"Robert John"
918,5,8,1.95,9,"Charley Pride"
919,5,9,3.25,9,"Drake & Future"
920,5,7,2.68,8,"Teresa Brewer"
921,5,7,2.39,8,"Duane Eddy"
922,5,7,5.00,8,"Dick and DeeDee"
923,5,6,3.70,8,"Richard Chamberlain"
924,5,8,3.14,8,"Joan Baez"
925,5,6,3.25,8,"Betty Everett"
926,5,7,2.40,8,"Laura Lee"
927,5,7,2.74,8,"Martha Reeves & The Vandellas"
928,5,7,3.62,8,"Bobby Womack"
929,5,7,4.10,8,"Todd Rundgren"
930,5,8,2.52,8,"Tanya Tucker"
931,5,7,3.75,8,"Wet Willie"
932,5,8,3.68,8,"Sister Sledge"
933,5,8,4.40,8,"The Babys"
934,5,7,4.46,8,"Talking Heads"
935,5,8,4.03,8,"Nine Inch Nails"
936,5,8,3.85,8,"John Legend"
937,5,7,4.32,8,"Camila Cabello"
938,5,7,4.20,8,"Olivia Dean"
939,5,6,3.16,7,"Sarah Vaughan"
940,5,6,3.47,7,"The Fireballs"
941,5,7,2.63,7,"The Brothers Four"
942,5,7,2.58,7,"The Tams"
943,5,7,3.05,7,"The Moments"
944,5,6,3.69,7,"Nino Tempo & April Stevens"
945,5,7,3.80,7,"The Newbeats"
946,5,6,2.85,7,"Ed Ames"
947,5,5,3.21,7,"The Three Degrees"
948,5,6,4.56,7,"Mitch Ryder And The Detroit Wheels"
949,5,6,3.96,7,"Jimmy Ruffin"
950,5,7,3.37,7,"Arthur Conley"
951,5,7,3.13,7,"The Meters"
952,5,6,2.93,7,"Dennis Yost And The Classics IV"
953,5,6,3.30,7,"Luther Ingram"
954,5,5,2.99,7,"The Raiders"
955,5,7,2.94,7,"Jethro Tull"
956,5,6,3.42,7,"Dawn Featuring Tony Orlando"
957,5,6,4.48,7,"Raspberries"
958,5,7,4.47,7,"Joe Walsh"
959,5,5,3.56,7,"Gloria Gaynor"
960,5,6,4.41,7,"Pure Prairie League"
961,5,6,4.75,7,"Ambrosia"
962,5,7,4.39,7,"The Manhattan Transfer"
963,5,7,3.92,7,"Deniece Williams"
964,5,6,4.30,7,"Dan Hartman"
965,5,7,4.46,7,"The B-52s"
966,5,7,2.74,7,"Michael Stanley Band"
967,5,5,5.40,7,"ABC"
968,5,7,2.99,7,"Berlin"
969,5,5,3.05,7,"Beck"
970,5,7,5.02,7,"Creed"
971,5,6,5.02,7,"Avant"
972,5,5,3.28,7,"Breaking Benjamin"
973,5,5,3.87,7,"Natasha Bedingfield"
974,5,5,4.50,7,"Ciara"
975,5,7,3.85,7,"Pitbull"
976,5,5,5.68,7,"Flo Rida"
977,5,7,5.37,7,"Wiz Khalifa"
978,5,7,3.84,7,"Dylan Scott"
979,5,6,5.26,7,"Bailey Zimmerman"
980,5,6,2.86,6,"Earl Grant"
981,5,5,4.42,6,"David Seville And The Chipmunks"
982,5,6,4.09,6,"The Angels"
983,5,6,3.99,6,"Joey Dee & the Starliters"
984,5,6,2.91,6,"Paul Petersen"
985,5,6,3.87,6,"Dickey Lee"
986,5,6,4.24,6,"Sammy Davis Jr."
987,5,6,3.17,6,"Darlene Love"
988,5,5,2.19,6,"Freddie Scott"
989,5,6,3.62,6,"Shirley Ellis"
990,5,6,3.24,6,"Jody Miller"
991,5,6,3.96,6,"Billy J. Kramer With The Dakotas"
992,5,6,3.27,6,"Brenda Holloway"
993,5,5,4.19,6,"Manfred Mann"
994,5,6,3.43,6,"The Fortunes"
995,5,5,3.06,6,"The Gentrys"
996,5,5,3.65,6,"The Five Americans"
997,5,6,3.48,6,"Detroit Emeralds"
998,5,6,3.02,6,"The New Colony Six"
999,5,6,3.34,6,"David Ruffin"
1000,5,6,3.82,6,"The Friends Of Distinction"
1001,5,6,4.58,6,"Badfinger"
1002,5,5,3.91,6,"Freda Payne"
1003,5,6,3.78,6,"Quincy Jones"
1004,5,6,3.10,6,"Ronnie Dyson"
1005,5,6,2.07,6,"Lynn Anderson"
1006,5,6,2.87,6,"Maureen McGovern"
1007,5,6,3.28,6,"Gene Cotton"
1008,5,6,4.55,6,"Sweet"
1009,5,6,3.90,6,"Gary Wright"
1010,5,6,4.56,6,"The Brothers Johnson"
1011,5,6,4.38,6,"Stephen Bishop"
1012,5,6,3.95,6,"Bonnie Tyler"
1013,5,6,4.66,6,"Joe Jackson"
1014,5,6,3.27,6,"The Knack"
1015,5,6,2.86,6,"Stephanie Mills"
1016,5,6,3.60,6,"Peter Wolf"
1017,5,5,4.52,6,"Julian Lennon"
1018,5,6,3.78,6,"Animotion"
1019,5,6,3.58,6,"Mick Jagger"
1020,5,6,3.74,6,"Fine Young Cannibals"
1021,5,6,4.37,6,"Samantha Fox"
1022,5,6,4.16,6,"Beastie Boys"
1023,5,6,4.89,6,"Surface"
1024,5,6,3.81,6,"Great White"
1025,5,5,3.92,6,"Erasure"
1026,5,6,4.77,6,"Johnny Gill"
1027,5,6,4.61,6,"Cathy Dennis"
1028,5,6,4.55,6,"Prince And The N.P.G."
1029,5,6,2.96,6,"Cypress Hill"
1030,5,6,3.52,6,"Tori Amos"
1031,5,5,4.43,6,"Immature"
1032,5,5,3.76,6,"Gerald Levert"
1033,5,6,4.04,6,"Reba McEntire"
1034,5,6,2.66,6,"Ty Herndon"
1035,5,5,4.50,6,"Donell Jones"
1036,5,6,3.87,6,"Mark Wills"
1037,5,6,4.20,6,"Papa Roach"
1038,5,5,5.48,6,"Michelle Branch"
1039,5,6,4.61,6,"Good Charlotte"
1040,5,5,5.08,6,"Simple Plan"
1041,5,6,4.92,6,"The All-American Rejects"
1042,5,6,3.91,6,"Ashlee Simpson"
1043,5,6,4.68,6,"Gavin DeGraw"
1044,5,6,4.06,6,"Jesse McCartney"
1045,5,6,5.58,6,"Fergie"
1046,5,6,4.83,6,"Sean Kingston"
1047,5,5,3.67,6,"Kip Moore"
1048,5,6,3.10,6,"Parmalee"
1049,5,5,3.61,6,"Chris Janson"
1050,5,5,3.76,6,"Niall Horan"
1051,5,6,4.07,6,"Lizzo"
1052,5,5,3.67,5,"The Skyliners"
1053,5,5,2.53,5,"Bo Diddley"
1054,5,5,3.18,5,"Connie Stevens"
1055,5,5,4.36,5,"Johnny Burnette"
1056,5,5,2.84,5,"Clarence Henry"
1057,5,5,3.95,5,"Ral Donner"
1058,5,5,2.88,5,"Al (He's the King) Hirt"
1059,5,5,3.73,5,"The Dixie Cups"
1060,5,5,2.85,5,"Ronny And The Daytonas"
1061,5,5,3.22,5,"Ramsey Lewis Trio"
1062,5,5,4.05,5,"Freddie And The Dreamers"
1063,5,5,3.95,5,"Sandy Posey"
1064,5,5,2.95,5,"Bettye Swann"
1065,5,5,3.38,5,"Cream"
1066,5,5,4.61,5,"Gary Puckett And The Union Gap"
1067,5,5,3.53,5,"Canned Heat"
1068,5,5,3.36,5,"Bill Deal & The Rhondels"
1069,5,5,3.43,5,"The Originals"
1070,5,5,2.62,5,"Donny Hathaway"
1071,5,5,4.27,5,"Crosby, Stills, Nash & Young"
1072,5,5,2.51,5,"Merry Clayton"
1073,5,5,2.75,5,"Five Man Electrical Band"
1074,5,5,1.97,5,"The Undisputed Truth"
1075,5,5,4.52,5,"David Cassidy"
1076,5,5,3.29,5,"Manfred Mann's Earth Band"
1077,5,5,3.70,5,"Bloodstone"
1078,5,5,2.90,5,"Pink Floyd"
1079,5,5,2.97,5,"Love Unlimited Orchestra"
1080,5,5,2.92,5,"Ozark Mountain Daredevils"
1081,5,5,3.90,5,"Orleans"
1082,5,5,2.91,5,"Starbuck"
1083,5,5,4.66,5,"Al Stewart"
1084,5,5,3.75,5,"Mr. Big"
1085,5,5,3.92,5,"Village People"
1086,5,5,3.86,5,"Eric Clapton And His Band"
1087,5,5,3.56,5,"The S.O.S. Band"
1088,5,5,4.26,5,"Stacy Lattisaw"
1089,5,5,2.97,5,"The Gap Band"
1090,5,5,3.67,5,"Michael Damian"
1091,5,5,3.35,5,"Al Jarreau"
1092,5,5,3.69,5,"Kim Wilde"
1093,5,5,4.42,5,"Stray Cats"
1094,5,5,4.33,5,"Adam Ant"
1095,5,5,3.91,5,"Scandal Featuring Patty Smyth"
1096,5,5,4.46,5,"Mr. Mister"
1097,5,5,3.60,5,"Cameo"
1098,5,5,3.46,5,"Katrina And The Waves"
1099,5,5,3.90,5,"Klymaxx"
1100,5,5,2.90,5,"Dead Or Alive"
1101,5,5,4.77,5,"Orchestral Manoeuvres In The Dark"
1102,5,5,2.43,5,"TKA"
1103,5,5,3.89,5,"Run-D.M.C."
1104,5,5,3.46,5,"Crowded House"
1105,5,5,4.47,5,"Europe"
1106,5,5,5.00,5,"Gloria Estefan & Miami Sound Machine"
1107,5,5,4.44,5,"Will To Power"
1108,5,5,3.58,5,"Terence Trent D'Arby"
1109,5,5,4.03,5,"White Lion"
1110,5,5,4.23,5,"Al B. Sure!"
1111,5,5,3.68,5,"Information Society"
1112,5,5,4.15,5,"The Escape Club"
1113,5,5,3.28,5,"SaFire"
1114,5,5,5.00,5,"Milli Vanilli"
1115,5,5,3.82,5,"Jude Cole"
1116,5,5,3.88,5,"Damn Yankees"
1117,5,5,3.31,5,"The Black Crowes"
1118,5,5,3.20,5,"Michael W. Smith"
1119,5,5,5.00,5,"Heavy D & The Boyz"
1120,5,5,4.73,5,"Shanice"
1121,5,4,4.26,5,"Arrested Development"
1122,5,5,4.42,5,"H-Town"
1123,5,5,3.69,5,"Tracy Lawrence"
1124,5,5,5.00,5,"Zhane"
1125,5,5,5.00,5,"All-4-One"
1126,5,5,5.00,5,"Da Brat"
1127,5,5,5.00,5,"The Notorious B.I.G."
1128,5,5,5.00,5,"Real McCoy"
1129,5,5,4.44,5,"D'Angelo"
1130,5,5,5.00,5,"Total"
1131,5,5,5.00,5,"112"
1132,5,5,4.89,5,"Third Eye Blind"
1133,5,5,5.00,5,"Janet"
1134,5,5,3.85,5,"Tamia"
1135,5,5,4.05,5,"Travis Tritt"
1136,5,5,3.27,5,"Juvenile"
1137,5,5,5.00,5,"Mya"
1138,5,5,3.81,5,"Missy ""Misdemeanor"" Elliott"
1139,5,5,3.01,5,"Limp Bizkit"
1140,5,5,3.60,5,"Marc Anthony"
1141,5,5,4.75,5,"Musiq"
1142,5,5,4.25,5,"System Of A Down"
1143,5,5,4.21,5,"Gretchen Wilson"
1144,5,5,4.77,5,"Keyshia Cole"
1145,5,5,3.64,5,"Jazmine Sullivan"
1146,5,5,3.82,5,"The Script"
1147,5,5,3.84,5,"Jerrod Niemann"
1148,5,5,3.24,5,"Thompson Square"
1149,5,5,3.79,5,"Andy Grammer"
1150,5,5,4.40,5,"Hunter Hayes"
1151,5,5,4.53,5,"Fetty Wap"
1152,5,5,4.52,5,"Alessia Cara"
1153,5,5,4.66,5,"Charlie Puth"
1154,5,5,4.58,5,"Parker McCollum"
1155,4,21,2.48,35,"Lil Durk"
1156,4,27,4.41,32,"BTS"
1157,4,19,3.63,24,"Tyler, The Creator"
1158,4,15,3.96,21,"21 Savage"
1159,4,13,2.99,20,"Polo G"
1160,4,11,3.54,18,"Hannah Montana"
1161,4,9,1.48,15,"Sonny James"
1162,4,11,4.52,15,"Kodak Black"
1163,4,12,3.73,13,"NF"
1164,4,9,3.96,12,"Moneybagg Yo"
1165,4,8,4.01,11,"Bryson Tiller"
1166,4,11,4.01,11,"Pop Smoke"
1167,4,8,4.76,11,"Jack Harlow"
1168,4,8,2.85,10,"Jimmy Reed"
1169,4,8,1.96,10,"Tammy Wynette"
1170,4,6,2.89,9,"The McGuire Sisters"
1171,4,7,3.00,9,"Willie Mitchell"
1172,4,9,3.71,9,"Blink-182"
1173,4,9,4.83,9,"Khalid"
1174,4,8,4.80,9,"Benson Boone"
1175,4,8,3.07,8,"Johnny Cash And The Tennessee Two"
1176,4,8,3.24,8,"The Playmates"
1177,4,7,3.77,8,"Mark Lindsay"
1178,4,7,1.97,8,"Funkadelic"
1179,4,8,3.57,8,"Childish Gambino"
1180,4,6,3.83,8,"6ix9ine"
1181,4,8,3.66,8,"NLE Choppa"
1182,4,6,4.11,7,"The Ames Brothers"
1183,4,6,3.09,7,"Little Richard"
1184,4,7,4.09,7,"Annette With The Afterbeats"
1185,4,5,1.93,7,"Gloria Lynne"
1186,4,5,1.20,7,"Walter Jackson"
1187,4,6,2.08,7,"Dee Dee Warwick"
1188,4,6,1.98,7,"The Five Stairsteps"
1189,4,6,3.50,7,"The Royal Guardsmen"
1190,4,6,2.77,7,"Bobbie Gentry"
1191,4,6,3.10,7,"Leon Haywood"
1192,4,5,3.21,7,"Vikki Carr"
1193,4,7,1.47,7,"King Curtis & The Kingpins"
1194,4,6,3.66,7,"Dave Mason"
1195,4,5,2.70,7,"Slade"
1196,4,7,2.94,7,"Loggins & Messina"
1197,4,7,3.02,7,"The Marshall Tucker Band"
1198,4,7,4.32,7,"John Fogerty"
1199,4,7,2.12,7,"Ted Nugent"
1200,4,7,4.12,7,"Jack Johnson"
1201,4,6,4.05,7,"Hilary Duff"
1202,4,6,2.91,7,"Shinedown"
1203,4,7,3.95,7,"Jordin Sparks"
1204,4,6,3.20,7,"The Chainsmokers"
1205,4,7,2.78,7,"Kehlani"
1206,4,6,3.01,6,"Addrisi Brothers"
1207,4,6,3.09,6,"Santo & Johnny"
1208,4,6,1.92,6,"Nina Simone"
1209,4,6,2.71,6,"Shep And The Limelites"
1210,4,6,3.21,6,"The Belmonts"
1211,4,5,2.45,6,"The Exciters"
1212,4,6,3.24,6,"The New Christy Minstrels"
1213,4,5,3.10,6,"The Ray Charles Singers"
1214,4,5,3.34,6,"Len Barry"
1215,4,5,2.79,6,"Dino, Desi & Billy"
1216,4,4,1.66,6,"James Carr"
1217,4,5,2.73,6,"The Cyrkle"
1218,4,5,3.46,6,"Aaron Neville"
1219,4,6,3.14,6,"Mary Hopkin"
1220,4,5,2.86,6,"Dave Edmunds"
1221,4,5,3.16,6,"The New Birth"
1222,4,6,2.96,6,"Ashford & Simpson"
1223,4,6,4.18,6,"Lynyrd Skynyrd"
1224,4,5,2.73,6,"The Blackbyrds"
1225,4,6,3.07,6,"Suzi Quatro"
1226,4,5,2.21,6,"T.G. Sheppard"
1227,4,6,2.92,6,"The Tubes"
1228,4,6,3.13,6,"Mary Macgregor"
1229,4,6,2.44,6,"Chris Rea"
1230,4,5,3.20,6,"Triumph"
1231,4,6,2.90,6,"Icehouse"
1232,4,6,4.25,6,"Paul Carrack"
1233,4,5,2.90,6,"Ratt"
1234,4,5,2.95,6,"New Order"
1235,4,5,4.11,6,"Annie Lennox"
1236,4,5,4.09,6,"Garbage"
1237,4,5,3.81,6,"Jaheim"
1238,4,6,4.72,6,"Nelly Furtado"
1239,4,6,3.79,6,"Jason Mraz"
1240,4,5,2.77,6,"AJR"
1241,4,6,2.97,6,"Noah Kahan"
1242,4,5,3.29,5,"The Four Lads"
1243,4,5,3.87,5,"The Diamonds"
1244,4,5,3.66,5,"Ritchie Valens"
1245,4,5,4.29,5,"Lloyd Price"
1246,4,4,1.91,5,"Frankie Ford"
1247,4,4,3.66,5,"Johnny Preston"
1248,4,5,3.56,5,"Wanda Jackson"
